"rules","support","confidence","coverage","lift","count"
"{Sex=M,Length=[0.67,0.815],VisceraWeight=[0.16,0.234)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Sex=I,WholeWeight=[1.34,1.78),VisceraWeight=[0.315,0.413)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Sex=I,VisceraWeight=[0.315,0.413),ShellWeight=[0.388,0.534)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Sex=I,Height=[0.174,0.2),VisceraWeight=[0.315,0.413)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Sex=I,Height=[0.174,0.2),WholeWeight=[1.34,1.78)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Sex=I,Diameter=[0.494,0.65],WholeWeight=[1.34,1.78)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Diameter=[0.429,0.494),Height=[0.131,0.155),WholeWeight=[1.34,1.78)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Height=[0.174,0.2),ShuckedWeight=[0.146,0.28),VisceraWeight=[0.16,0.234)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Length=[0.53,0.602),Height=[0.174,0.2),ShuckedWeight=[0.146,0.28)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Length=[0.441,0.53),Height=[0.0963,0.131),ShellWeight=[0.289,0.388)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Sex=M,Length=[0.67,0.815],VisceraWeight=[0.234,0.315),ShellWeight=[0.534,1]} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Sex=M,ShuckedWeight=[0.419,0.574),VisceraWeight=[0.315,0.413),ShellWeight=[0.534,1]} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Sex=F,Length=[0.602,0.67),VisceraWeight=[0.315,0.413),ShellWeight=[0.534,1]} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Length=[0.602,0.67),Height=[0.174,0.2),WholeWeight=[1.78,2.83],ShellWeight=[0.388,0.534)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Length=[0.67,0.815],WholeWeight=[1,1.34),ShuckedWeight=[0.419,0.574),ShellWeight=[0.388,0.534)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Sex=M,Length=[0.67,0.815],WholeWeight=[1,1.34),ShuckedWeight=[0.419,0.574)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Sex=M,Diameter=[0.429,0.494),Height=[0.155,0.174),VisceraWeight=[0.315,0.413)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Sex=I,WholeWeight=[1.34,1.78),ShuckedWeight=[0.574,0.808),ShellWeight=[0.388,0.534)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Sex=I,Height=[0.174,0.2),ShuckedWeight=[0.574,0.808),ShellWeight=[0.388,0.534)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Sex=I,Diameter=[0.429,0.494),Height=[0.174,0.2),ShellWeight=[0.388,0.534)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Sex=I,WholeWeight=[1,1.34),ShuckedWeight=[0.419,0.574),ShellWeight=[0.388,0.534)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Sex=I,Diameter=[0.429,0.494),ShuckedWeight=[0.419,0.574),ShellWeight=[0.388,0.534)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Sex=M,Height=[0.155,0.174),VisceraWeight=[0.0855,0.16),ShellWeight=[0.289,0.388)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Sex=M,Diameter=[0.429,0.494),Height=[0.155,0.174),VisceraWeight=[0.0855,0.16)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Sex=F,Diameter=[0.365,0.429),Height=[0.174,0.2),ShellWeight=[0.289,0.388)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Sex=I,Diameter=[0.365,0.429),Height=[0.174,0.2),ShuckedWeight=[0.28,0.419)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Sex=I,Diameter=[0.365,0.429),Height=[0.174,0.2),WholeWeight=[0.683,1)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Sex=I,Diameter=[0.365,0.429),Height=[0.174,0.2),ShellWeight=[0.2,0.289)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Sex=I,Diameter=[0.365,0.429),Height=[0.174,0.2),VisceraWeight=[0.16,0.234)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Sex=I,Length=[0.441,0.53),Diameter=[0.365,0.429),Height=[0.174,0.2)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Length=[0.441,0.53),Diameter=[0.429,0.494),ShuckedWeight=[0.28,0.419),ShellWeight=[0.289,0.388)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Length=[0.53,0.602),Diameter=[0.365,0.429),ShuckedWeight=[0.146,0.28),ShellWeight=[0.289,0.388)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Length=[0.441,0.53),Diameter=[0.429,0.494),WholeWeight=[0.683,1),ShellWeight=[0.289,0.388)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Sex=F,Length=[0.53,0.602),ShuckedWeight=[0.146,0.28),ShellWeight=[0.289,0.388)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Sex=F,Height=[0.174,0.2),ShuckedWeight=[0.808,1.49],VisceraWeight=[0.413,0.76],ShellWeight=[0.534,1]} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Height=[0.2,1.13],WholeWeight=[1.34,1.78),ShuckedWeight=[0.419,0.574),VisceraWeight=[0.315,0.413),ShellWeight=[0.534,1]} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Sex=F,Height=[0.2,1.13],ShuckedWeight=[0.574,0.808),VisceraWeight=[0.315,0.413),ShellWeight=[0.534,1]} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Sex=M,Diameter=[0.494,0.65],ShuckedWeight=[0.419,0.574),VisceraWeight=[0.234,0.315),ShellWeight=[0.534,1]} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Length=[0.602,0.67),Diameter=[0.429,0.494),Height=[0.155,0.174),WholeWeight=[1.34,1.78),VisceraWeight=[0.315,0.413)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Diameter=[0.429,0.494),Height=[0.174,0.2),WholeWeight=[1.34,1.78),ShuckedWeight=[0.419,0.574),ShellWeight=[0.388,0.534)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Length=[0.602,0.67),Diameter=[0.429,0.494),WholeWeight=[1.34,1.78),ShuckedWeight=[0.419,0.574),ShellWeight=[0.289,0.388)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Length=[0.53,0.602),Height=[0.174,0.2),ShuckedWeight=[0.419,0.574),VisceraWeight=[0.234,0.315),ShellWeight=[0.388,0.534)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Sex=M,Height=[0.174,0.2),ShuckedWeight=[0.419,0.574),VisceraWeight=[0.16,0.234),ShellWeight=[0.388,0.534)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Length=[0.53,0.602),Diameter=[0.429,0.494),Height=[0.174,0.2),ShuckedWeight=[0.419,0.574),ShellWeight=[0.388,0.534)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Sex=I,Length=[0.53,0.602),Diameter=[0.429,0.494),Height=[0.174,0.2),WholeWeight=[1,1.34)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Diameter=[0.365,0.429),Height=[0.174,0.2),WholeWeight=[0.683,1),VisceraWeight=[0.16,0.234),ShellWeight=[0.289,0.388)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Diameter=[0.365,0.429),Height=[0.174,0.2),ShuckedWeight=[0.28,0.419),VisceraWeight=[0.16,0.234),ShellWeight=[0.2,0.289)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Diameter=[0.365,0.429),Height=[0.0963,0.131),ShuckedWeight=[0.28,0.419),VisceraWeight=[0.16,0.234),ShellWeight=[0.289,0.388)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Sex=M,Diameter=[0.365,0.429),Height=[0.0963,0.131),ShuckedWeight=[0.28,0.419),ShellWeight=[0.289,0.388)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Sex=F,Height=[0.131,0.155),ShuckedWeight=[0.28,0.419),VisceraWeight=[0.0855,0.16),ShellWeight=[0.289,0.388)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Diameter=[0.365,0.429),Height=[0.131,0.155),WholeWeight=[0.683,1),VisceraWeight=[0.16,0.234),ShellWeight=[0.289,0.388)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Sex=F,Diameter=[0.365,0.429),ShuckedWeight=[0.146,0.28),VisceraWeight=[0.16,0.234),ShellWeight=[0.289,0.388)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Sex=M,Diameter=[0.365,0.429),Height=[0.0963,0.131),VisceraWeight=[0.16,0.234),ShellWeight=[0.289,0.388)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Length=[0.67,0.815],Height=[0.2,1.13],WholeWeight=[1.78,2.83],ShuckedWeight=[0.574,0.808),VisceraWeight=[0.315,0.413),ShellWeight=[0.534,1]} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Sex=F,Height=[0.2,1.13],WholeWeight=[1.34,1.78),ShuckedWeight=[0.419,0.574),VisceraWeight=[0.234,0.315),ShellWeight=[0.388,0.534)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Sex=F,Length=[0.602,0.67),Height=[0.2,1.13],ShuckedWeight=[0.419,0.574),VisceraWeight=[0.234,0.315),ShellWeight=[0.388,0.534)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Sex=M,Length=[0.602,0.67),Diameter=[0.429,0.494),WholeWeight=[1.34,1.78),VisceraWeight=[0.315,0.413),ShellWeight=[0.289,0.388)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Sex=F,Diameter=[0.429,0.494),Height=[0.174,0.2),WholeWeight=[1,1.34),VisceraWeight=[0.315,0.413),ShellWeight=[0.289,0.388)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Sex=F,Diameter=[0.429,0.494),Height=[0.174,0.2),ShuckedWeight=[0.419,0.574),VisceraWeight=[0.315,0.413),ShellWeight=[0.289,0.388)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Sex=M,Diameter=[0.429,0.494),Height=[0.174,0.2),WholeWeight=[1.34,1.78),VisceraWeight=[0.234,0.315),ShellWeight=[0.388,0.534)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Sex=M,Length=[0.602,0.67),Diameter=[0.429,0.494),Height=[0.155,0.174),WholeWeight=[1.34,1.78),ShellWeight=[0.289,0.388)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Length=[0.602,0.67),Diameter=[0.429,0.494),Height=[0.174,0.2),WholeWeight=[1.34,1.78),ShuckedWeight=[0.419,0.574),VisceraWeight=[0.234,0.315)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Sex=F,Length=[0.53,0.602),Diameter=[0.365,0.429),WholeWeight=[0.683,1),VisceraWeight=[0.16,0.234),ShellWeight=[0.289,0.388)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Sex=F,Length=[0.53,0.602),Height=[0.131,0.155),WholeWeight=[0.683,1),VisceraWeight=[0.0855,0.16),ShellWeight=[0.289,0.388)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Sex=F,Diameter=[0.429,0.494),Height=[0.131,0.155),WholeWeight=[0.683,1),VisceraWeight=[0.0855,0.16),ShellWeight=[0.289,0.388)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{Sex=F,Length=[0.602,0.67),Diameter=[0.494,0.65],Height=[0.2,1.13],WholeWeight=[1.34,1.78),ShuckedWeight=[0.419,0.574),ShellWeight=[0.388,0.534)} => {Rings=18}",0.000239406272444338,0.333333333333333,0.000718218817333014,33.1507936507937,1
"{VisceraWeight=[0.234,0.315),ShellWeight=[0.534,1]} => {Rings=21}",0.000478812544888676,0.111111111111111,0.00430931290399808,33.1507936507937,2
"{ShuckedWeight=[0.419,0.574),ShellWeight=[0.534,1]} => {Rings=21}",0.000478812544888676,0.111111111111111,0.00430931290399808,33.1507936507937,2
"{Sex=M,Diameter=[0.494,0.65],WholeWeight=[1.34,1.78),ShuckedWeight=[0.419,0.574),VisceraWeight=[0.234,0.315)} => {Rings=21}",0.000478812544888676,0.111111111111111,0.00430931290399808,33.1507936507937,2
"{Length=[0.602,0.67),ShuckedWeight=[0.574,0.808),ShellWeight=[0.534,1]} => {Rings=21}",0.000239406272444338,0.111111111111111,0.00215465645199904,33.1507936507937,1
"{Length=[0.67,0.815],ShuckedWeight=[0.419,0.574),VisceraWeight=[0.234,0.315)} => {Rings=21}",0.000239406272444338,0.111111111111111,0.00215465645199904,33.1507936507937,1
"{Height=[0.155,0.174),VisceraWeight=[0.16,0.234),ShellWeight=[0.388,0.534)} => {Rings=21}",0.000239406272444338,0.111111111111111,0.00215465645199904,33.1507936507937,1
"{Diameter=[0.365,0.429),WholeWeight=[1,1.34),VisceraWeight=[0.16,0.234)} => {Rings=21}",0.000239406272444338,0.111111111111111,0.00215465645199904,33.1507936507937,1
"{Height=[0.2,1.13],ShuckedWeight=[0.574,0.808),VisceraWeight=[0.315,0.413),ShellWeight=[0.534,1]} => {Rings=21}",0.000239406272444338,0.111111111111111,0.00215465645199904,33.1507936507937,1
"{Sex=M,ShuckedWeight=[0.574,0.808),VisceraWeight=[0.315,0.413),ShellWeight=[0.534,1]} => {Rings=21}",0.000239406272444338,0.111111111111111,0.00215465645199904,33.1507936507937,1
"{Height=[0.2,1.13],WholeWeight=[1.34,1.78),ShuckedWeight=[0.419,0.574),VisceraWeight=[0.315,0.413)} => {Rings=21}",0.000239406272444338,0.111111111111111,0.00215465645199904,33.1507936507937,1
"{Diameter=[0.494,0.65],Height=[0.2,1.13],ShuckedWeight=[0.419,0.574),VisceraWeight=[0.315,0.413)} => {Rings=21}",0.000239406272444338,0.111111111111111,0.00215465645199904,33.1507936507937,1
"{Sex=F,WholeWeight=[0.683,1),VisceraWeight=[0.0855,0.16),ShellWeight=[0.289,0.388)} => {Rings=21}",0.000239406272444338,0.111111111111111,0.00215465645199904,33.1507936507937,1
"{Diameter=[0.494,0.65],Height=[0.2,1.13],ShuckedWeight=[0.419,0.574),VisceraWeight=[0.234,0.315),ShellWeight=[0.388,0.534)} => {Rings=21}",0.000239406272444338,0.111111111111111,0.00215465645199904,33.1507936507937,1
"{Sex=M,Diameter=[0.494,0.65],Height=[0.2,1.13],ShuckedWeight=[0.419,0.574),VisceraWeight=[0.234,0.315)} => {Rings=21}",0.000239406272444338,0.111111111111111,0.00215465645199904,33.1507936507937,1
"{Sex=M,Height=[0.174,0.2),WholeWeight=[1.34,1.78),ShuckedWeight=[0.419,0.574),VisceraWeight=[0.234,0.315)} => {Rings=21}",0.000239406272444338,0.111111111111111,0.00215465645199904,33.1507936507937,1
"{Sex=M,Height=[0.155,0.174),ShuckedWeight=[0.419,0.574),VisceraWeight=[0.234,0.315),ShellWeight=[0.388,0.534)} => {Rings=21}",0.000239406272444338,0.111111111111111,0.00215465645199904,33.1507936507937,1
"{Sex=M,Height=[0.155,0.174),WholeWeight=[1,1.34),ShuckedWeight=[0.419,0.574),ShellWeight=[0.388,0.534)} => {Rings=21}",0.000239406272444338,0.111111111111111,0.00215465645199904,33.1507936507937,1
"{Sex=F,WholeWeight=[1,1.34),ShuckedWeight=[0.28,0.419),VisceraWeight=[0.16,0.234),ShellWeight=[0.388,0.534)} => {Rings=21}",0.000239406272444338,0.111111111111111,0.00215465645199904,33.1507936507937,1
"{Sex=F,Diameter=[0.365,0.429),Height=[0.155,0.174),ShuckedWeight=[0.28,0.419),VisceraWeight=[0.16,0.234)} => {Rings=21}",0.000239406272444338,0.111111111111111,0.00215465645199904,33.1507936507937,1
"{Length=[0.53,0.602),Height=[0.0963,0.131),WholeWeight=[0.683,1),ShuckedWeight=[0.28,0.419),ShellWeight=[0.289,0.388)} => {Rings=21}",0.000239406272444338,0.111111111111111,0.00215465645199904,33.1507936507937,1
"{Sex=F,Length=[0.53,0.602),Height=[0.0963,0.131),ShuckedWeight=[0.28,0.419),VisceraWeight=[0.0855,0.16)} => {Rings=21}",0.000239406272444338,0.111111111111111,0.00215465645199904,33.1507936507937,1
"{Sex=I,Length=[0.441,0.53),Diameter=[0.365,0.429),VisceraWeight=[0.16,0.234),ShellWeight=[0.2,0.289)} => {Rings=21}",0.000239406272444338,0.111111111111111,0.00215465645199904,33.1507936507937,1
"{Sex=I,Length=[0.441,0.53),WholeWeight=[0.683,1),VisceraWeight=[0.16,0.234),ShellWeight=[0.2,0.289)} => {Rings=21}",0.000239406272444338,0.111111111111111,0.00215465645199904,33.1507936507937,1
"{Length=[0.602,0.67),Diameter=[0.494,0.65],Height=[0.155,0.174),WholeWeight=[1,1.34),VisceraWeight=[0.234,0.315),ShellWeight=[0.388,0.534)} => {Rings=21}",0.000239406272444338,0.111111111111111,0.00215465645199904,33.1507936507937,1
"{Length=[0.602,0.67),Diameter=[0.429,0.494),WholeWeight=[1,1.34),ShuckedWeight=[0.419,0.574),VisceraWeight=[0.234,0.315),ShellWeight=[0.388,0.534)} => {Rings=21}",0.000239406272444338,0.111111111111111,0.00215465645199904,33.1507936507937,1
"{Sex=I,Length=[0.441,0.53),Diameter=[0.365,0.429),Height=[0.131,0.155),WholeWeight=[0.683,1),ShuckedWeight=[0.28,0.419),ShellWeight=[0.2,0.289)} => {Rings=21}",0.000239406272444338,0.111111111111111,0.00215465645199904,33.1507936507937,1
"{Sex=M,WholeWeight=[1.78,2.83],ShuckedWeight=[0.574,0.808)} => {Rings=22}",0.000239406272444338,0.0476190476190476,0.0050275317213311,33.1507936507937,1
"{Sex=M,Height=[0.2,1.13],WholeWeight=[1.78,2.83],VisceraWeight=[0.315,0.413)} => {Rings=22}",0.000239406272444338,0.0476190476190476,0.0050275317213311,33.1507936507937,1
"{Length=[0.602,0.67),Height=[0.2,1.13],ShuckedWeight=[0.574,0.808),VisceraWeight=[0.315,0.413)} => {Rings=22}",0.000239406272444338,0.0476190476190476,0.0050275317213311,33.1507936507937,1
"{Sex=M,Length=[0.53,0.602),Diameter=[0.365,0.429),VisceraWeight=[0.0855,0.16)} => {Rings=22}",0.000239406272444338,0.0476190476190476,0.0050275317213311,33.1507936507937,1
"{Length=[0.53,0.602),WholeWeight=[0.683,1),ShuckedWeight=[0.146,0.28),ShellWeight=[0.2,0.289)} => {Rings=22}",0.000239406272444338,0.0476190476190476,0.0050275317213311,33.1507936507937,1
"{Sex=M,Diameter=[0.494,0.65],WholeWeight=[1.34,1.78),ShuckedWeight=[0.419,0.574),ShellWeight=[0.388,0.534)} => {Rings=22}",0.000239406272444338,0.0476190476190476,0.0050275317213311,33.1507936507937,1
"{Sex=F,Length=[0.53,0.602),Height=[0.155,0.174),WholeWeight=[0.683,1),ShuckedWeight=[0.28,0.419),VisceraWeight=[0.16,0.234)} => {Rings=22}",0.000239406272444338,0.0476190476190476,0.0050275317213311,33.1507936507937,1
"{Sex=F,Length=[0.53,0.602),Diameter=[0.429,0.494),Height=[0.155,0.174),WholeWeight=[0.683,1),VisceraWeight=[0.16,0.234)} => {Rings=22}",0.000239406272444338,0.0476190476190476,0.0050275317213311,33.1507936507937,1
"{ShuckedWeight=[0.419,0.574),ShellWeight=[0.388,0.534)} => {Rings=25}",0.000239406272444338,0.00793650793650794,0.0301651903279866,33.1507936507937,1
"{Sex=F,ShuckedWeight=[0.574,0.808),VisceraWeight=[0.315,0.413)} => {Rings=29}",0.000239406272444338,0.00793650793650794,0.0301651903279866,33.1507936507937,1
"{Diameter=[0.365,0.429),Height=[0.155,0.174),ShuckedWeight=[0.146,0.28)} => {Rings=23}",0.000478812544888676,0.0714285714285714,0.00670337562844147,33.1507936507936,2
"{Length=[0.441,0.53),Height=[0.155,0.174),ShuckedWeight=[0.146,0.28)} => {Rings=23}",0.000478812544888676,0.0714285714285714,0.00670337562844147,33.1507936507936,2
"{Sex=F,Length=[0.602,0.67),ShuckedWeight=[0.28,0.419)} => {Rings=23}",0.000478812544888676,0.0714285714285714,0.00670337562844147,33.1507936507936,2
"{Sex=F,Length=[0.441,0.53),WholeWeight=[0.683,1),ShuckedWeight=[0.146,0.28)} => {Rings=23}",0.000478812544888676,0.0714285714285714,0.00670337562844147,33.1507936507936,2
"{Diameter=[0.429,0.494),Height=[0.2,1.13],VisceraWeight=[0.234,0.315)} => {Rings=23}",0.000239406272444338,0.0714285714285714,0.00335168781422073,33.1507936507936,1
"{Sex=M,Height=[0.155,0.174),VisceraWeight=[0.0855,0.16)} => {Rings=23}",0.000239406272444338,0.0714285714285714,0.00335168781422073,33.1507936507936,1
"{Diameter=[0.494,0.65],WholeWeight=[1,1.34),ShuckedWeight=[0.28,0.419)} => {Rings=23}",0.000239406272444338,0.0714285714285714,0.00335168781422073,33.1507936507936,1
"{Sex=M,Length=[0.441,0.53),ShellWeight=[0.289,0.388)} => {Rings=23}",0.000239406272444338,0.0714285714285714,0.00335168781422073,33.1507936507936,1
"{Sex=M,VisceraWeight=[0.0855,0.16),ShellWeight=[0.289,0.388)} => {Rings=23}",0.000239406272444338,0.0714285714285714,0.00335168781422073,33.1507936507936,1
"{Sex=F,Length=[0.67,0.815],Height=[0.174,0.2),VisceraWeight=[0.413,0.76]} => {Rings=23}",0.000239406272444338,0.0714285714285714,0.00335168781422073,33.1507936507936,1
"{Sex=F,Height=[0.174,0.2),WholeWeight=[1.78,2.83],ShuckedWeight=[0.808,1.49]} => {Rings=23}",0.000239406272444338,0.0714285714285714,0.00335168781422073,33.1507936507936,1
"{Length=[0.441,0.53),Height=[0.155,0.174),VisceraWeight=[0.16,0.234),ShellWeight=[0.2,0.289)} => {Rings=23}",0.000239406272444338,0.0714285714285714,0.00335168781422073,33.1507936507936,1
"{Length=[0.441,0.53),Diameter=[0.365,0.429),WholeWeight=[0.683,1),ShellWeight=[0.289,0.388)} => {Rings=23}",0.000239406272444338,0.0714285714285714,0.00335168781422073,33.1507936507936,1
"{Sex=F,WholeWeight=[0.683,1),ShuckedWeight=[0.146,0.28),VisceraWeight=[0.0855,0.16)} => {Rings=23}",0.000239406272444338,0.0714285714285714,0.00335168781422073,33.1507936507936,1
"{Sex=M,Length=[0.441,0.53),Diameter=[0.365,0.429),Height=[0.155,0.174),WholeWeight=[0.683,1)} => {Rings=23}",0.000239406272444338,0.0714285714285714,0.00335168781422073,33.1507936507936,1
"{Sex=M,Diameter=[0.365,0.429),WholeWeight=[0.683,1),ShuckedWeight=[0.146,0.28),VisceraWeight=[0.0855,0.16)} => {Rings=23}",0.000239406272444338,0.0714285714285714,0.00335168781422073,33.1507936507936,1
"{Sex=F,Diameter=[0.365,0.429),Height=[0.131,0.155),WholeWeight=[0.683,1),ShuckedWeight=[0.146,0.28)} => {Rings=23}",0.000239406272444338,0.0714285714285714,0.00335168781422073,33.1507936507936,1
"{Sex=F,Height=[0.131,0.155),WholeWeight=[0.683,1),ShuckedWeight=[0.146,0.28),ShellWeight=[0.2,0.289)} => {Rings=23}",0.000239406272444338,0.0714285714285714,0.00335168781422073,33.1507936507936,1
"{Sex=F,Length=[0.441,0.53),Height=[0.131,0.155),WholeWeight=[0.683,1),VisceraWeight=[0.0855,0.16)} => {Rings=23}",0.000239406272444338,0.0714285714285714,0.00335168781422073,33.1507936507936,1
"{Sex=M,Height=[0.174,0.2),WholeWeight=[1,1.34),ShuckedWeight=[0.419,0.574),VisceraWeight=[0.234,0.315),ShellWeight=[0.388,0.534)} => {Rings=23}",0.000239406272444338,0.0714285714285714,0.00335168781422073,33.1507936507936,1
"{Sex=M,Length=[0.602,0.67),Height=[0.131,0.155),WholeWeight=[1,1.34),VisceraWeight=[0.16,0.234),ShellWeight=[0.289,0.388)} => {Rings=23}",0.000239406272444338,0.0714285714285714,0.00335168781422073,33.1507936507936,1
"{Length=[0.602,0.67),Diameter=[0.429,0.494),Height=[0.131,0.155),ShuckedWeight=[0.419,0.574),VisceraWeight=[0.16,0.234),ShellWeight=[0.289,0.388)} => {Rings=23}",0.000239406272444338,0.0714285714285714,0.00335168781422073,33.1507936507936,1
"{Sex=M,Length=[0.602,0.67),Height=[0.131,0.155),ShuckedWeight=[0.419,0.574),VisceraWeight=[0.16,0.234),ShellWeight=[0.289,0.388)} => {Rings=23}",0.000239406272444338,0.0714285714285714,0.00335168781422073,33.1507936507936,1
"{Sex=F,Length=[0.53,0.602),Diameter=[0.365,0.429),ShuckedWeight=[0.28,0.419),VisceraWeight=[0.16,0.234),ShellWeight=[0.2,0.289)} => {Rings=23}",0.000239406272444338,0.0714285714285714,0.00335168781422073,33.1507936507936,1
"{Sex=F,Length=[0.53,0.602),Diameter=[0.365,0.429),Height=[0.131,0.155),ShuckedWeight=[0.28,0.419),VisceraWeight=[0.16,0.234)} => {Rings=23}",0.000239406272444338,0.0714285714285714,0.00335168781422073,33.1507936507936,1
