"","Antecedent","Consequence","Support","Confidence","Fitness","LHS_len"
"363","Shell.weight (0.654354854143664,0.731110182576901), Rings (1,29)","Whole.weight (0.955584668748592,1.7408618050825)",0.0009576251,0.2105263158,0.2114839409,4
"364","Shucked.weight (0.21271392048162,1.21504264098898)","Rings (14.8151687640254,29), Whole.weight (0.0892632933175952,2.57834405920963)",0.0811587264,0.1158578264,0.1970165528,2
"365","Whole.weight (0.002,2.35677868328203)","Rings (1,29), Shell.weight (0.41742928952053,0.932652889044909)",0.0979171654,0.0982700625,0.1961872279,2
"366","Whole.weight (1.06777203091064,2.8255)","Viscera.weight (0.388380849258059,0.76)",0.0426143165,0.1377708978,0.1803852143,2
"367","Sex (M), Shucked.weight (0.361587415204724,1.488)","Length (0.689762086985877,0.802925902082023), Whole.weight (0.302884217038118,2.8255)",0.0277711276,0.1251348436,0.1529059712,3
"368","Rings (16.5648369176048,20.9679286274801)","Shell.weight (0.352690762158753,0.895930945965475), Viscera.weight (0.258858857966085,0.314372184405265)",0.0055063443,0.1455696203,0.1510759646,2
"369","Diameter (0.295594006220566,0.39479738980263)","Whole.weight (0.182530530222871,1.65721961413531), Shucked.weight (0.217352449122834,1.488), Sex (M)",0.028968159,0.1198019802,0.1487701392,2
"370","Rings (9.02237014247677,18.0347181555226)","Shell.weight (0.0015,0.155568286959071)",0.0442901604,0.0931051837,0.1373953441,2
"371","Shell.weight (0.734682455241459,0.973270115245949)","Rings (1,26.2045750757287), Length (0.475017964430837,0.681791120938154)",0.0002394063,0.125,0.1252394063,2
"372","Rings (2.40811814295328,13.9685804065002)","Whole.weight (1.56246583295911,2.55979663407854)",0.0564998803,0.0640434193,0.1205432996,2
"373","Viscera.weight (0.273053500128302,0.287996490510172), Length (0.47044876530469,0.815), Shucked.weight (0.001,1.46679854567415)","Whole.weight (0.404831000729199,2.41516544172217), Height (0.191189212519824,0.702806488839069)",0.0031122815,0.1120689655,0.115181247,6
"375","Rings (1,23.6613575498329)","Shell.weight (0.475412638298986,0.930901111002837)",0.0521905674,0.0522781775,0.1044687449,2
"376","Rings (6.7673071154393,26.860577346487), Shell.weight (0.578133445449233,0.815385696037212)","Diameter (0.593113742595226,0.617195371023295), Viscera.weight (0.240721100363086,0.424729113659881)",0.0014364376,0.0923076923,0.0937441299,4
"377","Rings (15.5260415160602,29)","Diameter (0.055,0.389205344628708)",0.0047881254,0.0766283525,0.0814164779,2
"378","Whole.weight (0.002,1.65721961413531)","Diameter (0.39479738980263,0.400058095525214), Shucked.weight (0.001,0.814695517066724)",0.0390232224,0.0414020828,0.0804253052,2
"379","Whole.weight (0.285640156856748,2.8255), Rings (5.09708924785012,29)","Height (0.200907532075783,1.13), Shucked.weight (0.001,1.48010486570204)",0.0366291597,0.0432692308,0.0798983905,4
"380","Shell.weight (0.625927870401369,0.672504783354084)","Rings (3.3412880766047,24.0611185068213), Whole.weight (0.842254037297858,1.99830919251414), Diameter (0.431468729221279,0.52279374279927)",0.0002394063,0.0769230769,0.0771624832,2
"381","Rings (11.637303910855,25.4972508381862), Length (0.187594250226647,0.791083174579725), Whole.weight (0.190088451690282,2.42511058948571), Sex (M), Shucked.weight (0.001,1.488)","Diameter (0.055,0.374708220801916)",0.0059851568,0.0591016548,0.0650868116,9
"382","Shucked.weight (0.001,1.488), Shell.weight (0.0015,1.005)","Rings (17.8,26.3108875599318), Whole.weight (0.002,2.8255)",0.0318410342,0.0318410342,0.0636820684,4
"383","Shucked.weight (0.001,1.38132872912513)","Rings (17.8,23.5664036607139), Whole.weight (0.002,2.8255)",0.0308834091,0.0308908046,0.0617742137,2
"384","Rings (17.6320173513972,19.8202202406856), Sex (M)","Shucked.weight (0.669099524731497,0.833713709968014), Length (0.377618878000324,0.815)",0.0004788125,0.0606060606,0.0610848731,3
"386","Rings (13.9354131489335,14.1492042183729)","Sex (F), Viscera.weight (0.364727676015127,0.588640180769891)",0.0014364376,0.0476190476,0.0490554852,2
"387","Whole.weight (1.65523934876621,2.19608175075702)","Shucked.weight (0.940446897218701,1.10851637656444), Rings (2.85185413306245,14.1717761145051), Sex (F)",0.0021546565,0.043902439,0.0460570955,2
"388","Rings (4.423281474481,21.4456232191365)","Shucked.weight (0.79603672893866,0.945703371709059), Whole.weight (0.43107897905274,2.7228881158134)",0.0227435959,0.0232786082,0.0460222041,2
"389","Rings (1,16.9208522670686), Shell.weight (0.220565403682107,0.792870551860206)","Length (0.688740098974621,0.715501633562383), Height (0,0.18612875240823)",0.0124491262,0.0259093174,0.0383584436,4
"390","Shucked.weight (0.194379021237229,0.906602821887623)","Sex (M), Diameter (0.15834496870818,0.364692737511579), Whole.weight (0.002,2.19876359980081)",0.0107732823,0.015015015,0.0257882973,2
"391","Rings (7.29203458371181,17.7504766235359), Sex (M)","Shucked.weight (1.04315773618799,1.36443031821556), Whole.weight (1.02373258206117,2.58429610359394)",0.0055063443,0.0171513796,0.0226577239,3
"392","Whole.weight (0.443845592019996,1.76104906671322)","Viscera.weight (0.375183285229377,0.395851621887376)",0.0090974384,0.0128291695,0.0219266079,2
"393","Shucked.weight (0.0080186689225413,0.732892266226633)","Shell.weight (0.0437906157282006,0.262251203981976), Sex (M), Rings (11.0196300037852,29), Whole.weight (0.002,1.98348514985876), Diameter (0.0899704108397582,0.383966367503516)",0.0090974384,0.0096544715,0.0187519099,2
"394","Shell.weight (0.423042305810887,0.601202840227063), Whole.weight (0.39530211722662,1.37745616628433), Rings (2.58013108647356,29)","Diameter (0.271794954941829,0.525333992233367), Viscera.weight (5e-04,0.162530735630238)",0.0002394063,0.0178571429,0.0180965492,6
"395","Sex (M), Rings (9.34180290614515,29)","Shucked.weight (0.694563196945978,0.810640009350042), Whole.weight (1.61703371573098,1.71919646393595)",0.0033516878,0.014721346,0.0180730338,3
"396","Whole.weight (1.27677483484856,1.57919485004929)","Diameter (0.402532802032871,0.448470223530244)",0.0016758439,0.0158371041,0.017512948,2
"397","Whole.weight (1.54822885616922,2.8255)","Shucked.weight (1.00297046070165,1.02432980836944)",0.0011970314,0.0148809524,0.0160779838,2
"398","Sex (M), Diameter (0.400845430506219,0.431225830043008)","Shucked.weight (0.585628222051573,0.941019873319035)",0.0004788125,0.0126582278,0.0131370403,3
"399","Shell.weight (0.132726898243175,0.631633128366471), Viscera.weight (0.363102019026266,0.390101793917123), Whole.weight (0.25669470930616,2.26238483863172)","Rings (18.346541605536,21.889090129549), Shucked.weight (0.173984056168378,1.3592366625787), Sex (F)",0.0002394063,0.0112359551,0.0114753614,6
"400","Whole.weight (1.41608198150608,2.8255), Rings (3.19550362181495,13.610443415328)","Sex (I)",0.0007182188,0.008,0.0087182188,4
"401","Shell.weight (0.0477396706925827,0.866223960797541), Length (0.075,0.813956084877845)","Sex (M), Rings (12.9851082787156,17.9386067742552), Diameter (0.249868750620564,0.3648831234541), Shucked.weight (0.001,1.22808878829005)",0.0031122815,0.003339327,0.0064516085,4
"402","Diameter (0.224092755503536,0.592283088972253)","Whole.weight (2.22979508417434,2.8255)",0.0031122815,0.0033036849,0.0064159664,2
"403","Sex (M), Rings (4.70813438279833,25.7661978442616)","Shucked.weight (1.21906776700544,1.488), Shell.weight (0.262752040121733,0.923432450484379)",0.0014364376,0.0039551747,0.0053916123,3
"404","Length (0.574726609784536,0.815)","Whole.weight (2.38575394461554,2.8255), Shell.weight (0.317403955543303,0.704515825813192), Diameter (0.055,0.617694714919548), Shucked.weight (0.414970631023518,1.488)",0.0014364376,0.0035523979,0.0049888355,2
"405","Shell.weight (0.478909824325934,0.754477270863892)","Height (0,1.06950343631038), Length (0.37377101350334,0.551884934606419), Rings (7.48099617717024,26.2910273302904), Diameter (0.334959186983414,0.65)",0.0002394063,0.0047169811,0.0049563874,2
"406","Viscera.weight (0.369955559724932,0.623570882907427)","Length (0.206275805063864,0.755079168839489), Sex (I), Rings (2.12946844616193,14.9726418515457), Diameter (0.055,0.572435596492049), Shucked.weight (0.153986769951379,1.46645498591057)",0.0002394063,0.0041841004,0.0044235067,2
"407","Height (0,0.392182789833755)","Length (0.296051012930696,0.815), Whole.weight (2.46244997165345,2.8255), Shell.weight (0.393548750793878,0.776854605593704), Diameter (0.055,0.65), Shucked.weight (0.154807683333894,1.31953534566232)",0.0021546565,0.0021556886,0.0043103451,2
"408","Diameter (0.13225452588148,0.595704966311258)","Length (0.641748113692647,0.724095370695888), Viscera.weight (5e-04,0.76), Shell.weight (0.65363575070287,0.739916363359337), Shucked.weight (0.400498309969541,1.16502276031932)",0.0016758439,0.0016977929,0.0033736368,2
"409","Shucked.weight (0.529932830374101,1.01679022322898)","Sex (M), Whole.weight (2.07908257519286,2.70326447919496), Length (0.438281387532428,0.696852779934317)",0.0004788125,0.0023094688,0.0027882813,2
"410","Height (0,1.13), Rings (6.20186042874376,19.1361749968226)","Length (0.465916392350462,0.815), Shell.weight (0.693375068240728,0.832574949277009), Viscera.weight (0.0793435125945924,0.76), Diameter (0.575037936611076,0.65)",0.0009576251,0.0010908099,0.002048435,4
"412","Length (0.075,0.815), Shucked.weight (0.21271392048162,1.21504264098898)","Whole.weight (0.0892632933175952,2.57834405920963), Height (0.48504398559318,1.13)",0.0004788125,0.000683527,0.0011623395,4
"413","Length (0.584691072892151,0.815)","Height (0,0.456679275968114), Shell.weight (0.0391515352478995,0.951827723482744), Diameter (0.0631427764122601,0.65), Viscera.weight (0.481516122255724,0.556488020470808), Shucked.weight (0.285583671022453,1.488), Rings (17.7167317841929,20.9850164887429)",0.0002394063,0.0006648936,0.0009042999,2
"414","Whole.weight (0.41861171412172,2.2491274132856), Diameter (0.234686885487214,0.62219246973354)","Shell.weight (0.0015,0.63272650145333)",0.7534115394,0.9924314096,1.745842949,4
"415","Whole.weight (0.002,2.8255)","Shell.weight (0.0925818252904885,0.541365414212851), Diameter (0.0865105010543439,0.65)",0.8106296385,0.8106296385,1.621259277,2
"416","Whole.weight (0.381907797722525,1.93119597675262), Diameter (0.406516075358748,0.5718654682209)","Shell.weight (0.10653112580259,1.005)",0.5257361743,1,1.5257361743,4
"417","Shucked.weight (0.267886456813833,0.615145772939695)","Rings (1,28.934034596539)",0.4843188892,1,1.4843188892,2
"418","Whole.weight (0.3288161390184,1.97290790802726)","Shell.weight (0.163796929333881,0.699375988654755)",0.6468757481,0.8068080024,1.4536837505,2
"419","Whole.weight (0.002,1.9588339743506)","Shell.weight (0.136530631058974,1.005)",0.7098395978,0.724761672,1.4346012698,2
"420","Whole.weight (0.956062925126671,2.8255)","Shell.weight (0.168303757713714,1.00113094855651)",0.3837682547,0.998132005,1.3819002597,2
"421","Sex (M), Diameter (0.27010192250298,0.65), Whole.weight (0.002,2.65099364302294)","Length (0.318270495750204,0.815), Shell.weight (0.0015,1.005)",0.3452238449,1,1.3452238449,5
"422","Diameter (0.358078068740015,0.62219246973354), Whole.weight (0.49797309558873,1.01283055147435)","Shell.weight (0.0127868830146767,0.386336101199608)",0.3454632511,0.9965469613,1.3420102124,4
"423","Diameter (0.368282342816446,0.65)","Shell.weight (0.153768478734131,0.404698523682043)",0.5460857074,0.7906412478,1.3367269552,2
"425","Whole.weight (0.53946206197579,1.41454334346518)","Shell.weight (0.202492471232901,1.005)",0.4496049797,0.8029072253,1.252512205,2
"426","Whole.weight (0.987824177234025,1.48634433697362)","Diameter (0.436995750070936,0.65), Shell.weight (0.10653112580259,1.005)",0.25305243,0.9644160584,1.2174684884,2
"427","Whole.weight (0.674025041096858,1.89679917556834)","Diameter (0.390604487810487,0.65), Shucked.weight (0.001,0.606297798380482)",0.4338041657,0.7793548387,1.2131590044,2
"429","Whole.weight (0.002,1.97786884016835), Diameter (0.406516075358748,0.487907878829744), Sex (M)","Shell.weight (0.165586771830349,0.752716721407278)",0.1446013886,0.9917898194,1.136391208,5
"430","Sex (M), Shell.weight (0.221781961786642,0.63390462950923)","Whole.weight (0.50966671425735,1.70076486540898)",0.2221690208,0.9089128306,1.1310818514,3
"431","Whole.weight (0.002,1.8267835840527)","Diameter (0.403039359278549,0.609405970875093)",0.5401005506,0.557037037,1.0971375876,2
"432","Diameter (0.111873755492857,0.65)","Whole.weight (0.72321174267613,2.22112369523616)",0.5436916447,0.545389049,1.0890806937,2
"433","Shell.weight (0.438970752046618,1.005)","Rings (6.89405470056746,29)",0.0830739765,1,1.0830739765,2
"434","Height (0.195367339562235,0.242908383286819)","Whole.weight (0.50966671425735,2.64951069186604), Diameter (0.403039359278549,0.65)",0.0512329423,0.9861751152,1.0374080575,2
"435","Whole.weight (1.70133020772133,2.00492703719609)","Shell.weight (0.231322433195268,1.00113094855651)",0.0320804405,1,1.0320804405,2
"436","Whole.weight (0.002,1.74743772882472), Sex (F)","Shell.weight (0.194933366119699,0.917110641666488), Length (0.398035577479499,0.747214949604214)",0.2322240843,0.7899022801,1.0221263644,3
"437","Sex (M), Shell.weight (0.587220998793447,0.830856069508419), Rings (14.1605818349405,29)","Length (0.392648866178458,0.788446956460217)",0.0023940627,1,1.0023940627,5
"438","Sex (M), Whole.weight (1.01283055147435,1.16366735830867), Length (0.125319351533806,0.55722716377213)","Shell.weight (0.272858395050266,1.005)",0.0019152502,1,1.0019152502,5
"439","Shell.weight (0.711809990104257,0.833177500374515), Rings (7.43753556588157,29)","Length (0.165143264351914,0.815)",0.0019152502,1,1.0019152502,4
"440","Shell.weight (0.936133627247371,1.005)","Sex (F), Length (0.551521929602456,0.815)",0.0002394063,1,1.0002394063,2
"441","Shell.weight (0.0240722199616772,0.482399653551988), Viscera.weight (0.273827720895215,0.449042708218673), Shucked.weight (0.796853200011078,0.832512255942724), Rings (11.4558332187229,21.8304317734227), Height (0.192830041915832,0.885382150083195)","Sex (F), Length (0.12482212232682,0.815)",0.0002394063,1,1.0002394063,10
"442","Sex (I), Rings (6.55441098337751,29), Shell.weight (0.64282256171854,0.757646151954627)","Length (0.257390356660277,0.815)",0.0002394063,1,1.0002394063,5
"443","Shell.weight (0.485348334266328,0.801986717980533), Sex (F)","Rings (4.0529634818052,25.1763359651505), Length (0.539642935014238,0.801195443826544)",0.0213071582,0.978021978,0.9993291362,3
"444","Whole.weight (1.81652273011408,1.97185951434576)","Shell.weight (0.245949580215968,0.734151991964484)",0.0112520948,0.9791666667,0.9904187615,2
"445","Viscera.weight (0.303281100636514,0.590382678794614)","Whole.weight (0.214931527558042,1.96771739769642)",0.1182666986,0.8576388889,0.9759055875,2
"446","Whole.weight (1.12618704482235,2.8255)","Diameter (0.246641867838685,0.535191548356754)",0.2058893943,0.7630878438,0.9689772381,2
"447","Whole.weight (1.195302558258,2.8255)","Diameter (0.328664439536119,0.609239896525768), Shell.weight (0.0015,0.483938140400693)",0.1764424228,0.7823779193,0.9588203421,2
"448","Whole.weight (1.37795200592346,1.48612138848664)","Diameter (0.406516075358748,0.54595891464734)",0.0296863778,0.9185185185,0.9482048963,2
"449","Sex (M), Shell.weight (0.0133374561816109,1.005)","Whole.weight (0.002,1.18076525001934)",0.2461096481,0.676761027,0.9228706751,3
"450","Shell.weight (0.507286995431897,1.005)","Rings (10.3248714748364,29)",0.0306440029,0.8767123288,0.9073563317,2
"451","Whole.weight (1.96771739769642,2.8255)","Shell.weight (0.493804884423239,1.005), Rings (8.48460392065379,28.3355033870114)",0.0174766579,0.869047619,0.8865242769,2
"452","Rings (13.596721912296,29)","Rings (13.596721912296,29), Shell.weight (0.245949580215968,0.734151991964484)",0.0921714149,0.7857142857,0.8778857006,2
"453","Diameter (0.189067216872874,0.384765695461121), Sex (M)","Shell.weight (0.00706260016950136,0.166000309771243)",0.0591333493,0.8071895425,0.8663228918,3
"454","Whole.weight (0.3288161390184,2.73782540561526)","Diameter (0.450269988157862,0.65)",0.3806559732,0.4635568513,0.8442128245,2
"455","Rings (14.0146169598848,17.864142595485), Shell.weight (0.552976498993084,0.671212679658626), Viscera.weight (0.324874797080012,0.386879943881008)","Sex (F), Length (0.345821588526539,0.815)",0.0007182188,0.75,0.7507182188,6
"456","Whole.weight (0.836706982765018,1.97185951434576)","Sex (M), Shell.weight (0.145200222609398,0.809464816099699)",0.2204931769,0.4875595553,0.7080527322,2
"458","Whole.weight (1.88370128027749,2.44274309414611)","Shell.weight (0.0312592471755165,0.588583398070537)",0.0153220014,0.6736842105,0.6890062119,2
"459","Whole.weight (0.0174953793473725,0.907014320264917), Sex (M)","Length (0.477965886060143,0.815)",0.0936078525,0.5862068966,0.6798147491,3
"460","Shell.weight (0.466465536609022,0.756927355076758)","Length (0.436218173353628,0.719075779509042), Whole.weight (0.002,2.03541091768218)",0.0373473785,0.6315789474,0.6689263259,2
"461","Shucked.weight (0.0909138686546043,0.863583025510951), Height (0.221103235767938,1.13)","Rings (1,22.4443938141507), Diameter (0.367917433660418,0.555459810032258)",0.0040699066,0.6538461538,0.6579160604,4
"462","Rings (17.9549656674629,18.0991318156656)","Shell.weight (0.135643739368152,0.404698523682043)",0.0064639694,0.6428571429,0.6493211123,2
"463","Shell.weight (0.289659057625394,0.750910284716909)","Sex (F), Length (0.349053615307164,0.815)",0.1608810151,0.469273743,0.6301547581,2
"464","Whole.weight (1.01283055147435,1.50152439033147)","Sex (M)",0.1244912617,0.4947668887,0.6192581504,2
"465","Shucked.weight (0.42697382273541,0.776643179461967)","Sex (F), Length (0.270096385737594,0.758353830041883)",0.1498683266,0.4643916914,0.614260018,2
"466","Rings (2.55735560516873,19.3798612264477)","Sex (F), Length (0.375299668064809,0.815)",0.2985396217,0.3031850231,0.6017246448,2
"467","Whole.weight (0.0174953793473725,1.78404045603459)","Sex (F), Length (0.345996875618433,0.815)",0.2949485277,0.3066202091,0.6015687368,2
"468","Shell.weight (0.30918519843196,0.404698523682043), Shucked.weight (0.001,0.794614233114577)","Rings (1,29), Sex (M)",0.0864256644,0.4958791209,0.5823047853,4
"469","Length (0.41269127509738,0.556687274227606)","Viscera.weight (0.0288575609670423,0.37566976982537), Sex (I)",0.1532200144,0.4188481675,0.5720681819,2
"470","Shell.weight (0.486008289568109,0.927965543551471), Shucked.weight (0.500577638475166,0.679832187808979), Diameter (0.385957426973187,0.545939180225681)","Sex (F), Viscera.weight (5e-04,0.755948831146317)",0.0047881254,0.5405405405,0.5453286659,6
"471","Diameter (0.181089568569383,0.62992088190849), Rings (7.67736985824186,29), Shell.weight (0.358531329880619,0.462720970208404)","Sex (M)",0.0591333493,0.4843137255,0.5434470748,6
"472","Rings (11.9048710058455,21.7018414620084), Shell.weight (0.31284305983188,0.8056787186383)","Sex (F), Length (0.411695296994667,0.792157377083957)",0.056260474,0.4635108481,0.5197713221,4
"473","Shell.weight (0.464806858774164,0.838892061571698)","Sex (F), Whole.weight (0.002,2.8255)",0.0304045966,0.4884615385,0.5188661351,2
"474","Whole.weight (0.002,1.93437284648931)","Shucked.weight (0.0702441894149734,0.955384963633277), Diameter (0.467997204104872,0.555886839350286), Rings (5.90503523783929,27.7818320678063), Shell.weight (0.227891718299453,0.480878993727344)",0.2561647115,0.2618697993,0.5180345108,2
"475","Viscera.weight (0.43503802353663,0.705508930236501)","Whole.weight (1.95489251177282,2.42102969840505), Length (0.43278337040631,0.815)",0.0098156572,0.5061728395,0.5159884967,2
"476","Sex (M), Whole.weight (0.002,2.72356637484252), Height (0.193136774777513,0.35742394201421), Length (0.486477595831822,0.557946564978612)","Viscera.weight (0.15432944599341,0.414906820946447), Shell.weight (0.321855214189138,0.771148346786535)",0.0002394063,0.5,0.5002394063,7
"477","Shell.weight (0.512611439685356,0.613627349752702)","Sex (F), Rings (5.05880310674104,20.8639115742626), Length (0.075,0.815)",0.010533876,0.4782608696,0.4887947456,2
"478","Diameter (0.29610222933583,0.648259067129743)","Sex (I), Whole.weight (0.002,2.01877746199401)",0.2066076131,0.2427566807,0.4493642938,2
"479","Sex (M), Length (0.401266440045587,0.784593622999698), Diameter (0.207291509160839,0.65), Whole.weight (0.002,2.64875269388327)","Shell.weight (0.338035411430669,1.005)",0.1122815418,0.3352394568,0.4475209986,7
"480","Sex (M), Shell.weight (0.699375988654755,0.899364875580861)","Whole.weight (0.002,2.01094978982089)",0.0007182188,0.4285714286,0.4292896474,3
"482","Rings (18.0991318156656,20.9437865537831), Shell.weight (0.395547240127629,0.830856069508419)","Sex (M)",0.002633469,0.4230769231,0.4257103921,4
"483","Shell.weight (0.502093610020741,0.817312737531413), Shucked.weight (0.469965356929025,0.826542747496928)","Rings (10.3971349912239,29), Length (0.075,0.811454550082643), Sex (M)",0.0086186258,0.4137931034,0.4224117292,4
"485","Whole.weight (0.0686939502086419,1.04517629399802)","Sex (F), Length (0.262960005073734,0.778148754202477)",0.1584869524,0.2424020505,0.4008890029,2
"486","Diameter (0.567078879238806,0.65)","Whole.weight (0.719764829745327,1.93119597675262)",0.0086186258,0.3870967742,0.3957154,2
"487","Viscera.weight (0.213202930888281,0.745929665661788), Rings (14.1605818349405,29), Diameter (0.368840028765634,0.65)","Shell.weight (0.439549708516003,0.636711535216492)",0.018434283,0.3666666667,0.3851009497,6
"488","Shell.weight (0.522483595994273,0.774098339280235)","Height (0,0.833938160672777), Shucked.weight (0.548780818661321,0.782912536472645)",0.0098156572,0.3660714286,0.3758870858,2
"489","Shucked.weight (0.1611318740883,0.910088461759428)","Length (0.263496681691292,0.815), Rings (1,14.0945216919104), Sex (I)",0.1635144841,0.2108675517,0.3743820358,2
"490","Diameter (0.30899705587368,0.53323810679269)","Whole.weight (0.591762549624157,1.21010489655582), Sex (F), Shell.weight (0.0647784037946369,0.438970752046618)",0.1560928896,0.2052896725,0.3613825621,2
"491","Shell.weight (0.115668492617306,0.687891609235355)","Sex (I), Length (0.288472028686673,0.815)",0.154656452,0.1987692308,0.3534256828,2
"492","Sex (I), Rings (4.35776376953739,26.4898828707331)","Shell.weight (0.182552975941051,1.005)",0.0761311946,0.2490211433,0.3251523379,3
"493","Length (0.462177548969493,0.75896904051098)","Sex (I)",0.1302370122,0.1811521812,0.3113891934,2
"494","Diameter (0.414969386687698,0.62575289084334)","Sex (M), Whole.weight (0.002,1.23691802510522), Shell.weight (0.263957045753688,0.558825558076821)",0.0962413215,0.179064588,0.2753059095,2
"495","Rings (8.81507168494259,11.4558332187229)","Sex (I), Length (0.28376692438446,0.815)",0.0780464448,0.1801104972,0.258156942,2
"496","Shell.weight (0.225664993310669,0.640240179490451)","Whole.weight (1.49518968491763,2.39656857054375), Length (0.525343522902711,0.813969324926291)",0.0854680393,0.1695156695,0.2549837088,2
"497","Whole.weight (0.208339733593661,1.46016845009123)","Sex (I), Length (0.477032397852098,0.788155208506129)",0.1103662916,0.1392749245,0.2496412161,2
"498","Shell.weight (0.137684704365399,0.662359746245709)","Sex (I), Length (0.490643866050617,0.802763465548959)",0.0971989466,0.1343036718,0.2315026184,2
"500","Diameter (0.30265372213946,0.613705419988434), Sex (M), Rings (20.9495900547839,26.7329219837114)","Shell.weight (0.298770513669505,0.681683268764714), Whole.weight (0.0136936186686199,1.23691802510522)",0.0007182188,0.2142857143,0.2150039331,5
"501","Shucked.weight (0.938616334894802,1.45071061213143)","Sex (F), Rings (9.48744505030895,12.7383512595853), Length (0.229992538178708,0.815)",0.0028728753,0.2068965517,0.209769427,2
"502","Whole.weight (1.88892215817286,2.8255)","Rings (11.8942403733042,12.4829105247396), Length (0.330874573449848,0.799786593018292)",0.0050275317,0.2019230769,0.2069506086,2
"503","Viscera.weight (0.31210315952343,0.470722335225531)","Whole.weight (0.20791535635687,1.37289090660785), Shell.weight (0.0470777299139482,0.804314926362854)",0.0203495332,0.1864035088,0.206753042,2
"505","Diameter (0.097175848486649,0.405872432152657)","Whole.weight (0.00723020772132904,1.57428633253099), Shell.weight (0.187494130196542,0.4754327942849)",0.0596121618,0.1338709677,0.1934831295,2
"506","Sex (M), Shell.weight (0.529418271214282,0.573214561062711)","Length (0.58127473626187,0.815), Whole.weight (0.002,1.59211139142683)",0.0009576251,0.1904761905,0.1914338156,3
"508","Height (0.0909197080383757,0.334230719967893), Sex (M)","Whole.weight (1.27929781041712,1.55424463975527)",0.0481206608,0.1399721448,0.1880928056,3
"509","Shell.weight (0.0015,0.0724102699581471)","Sex (M)",0.0189130955,0.1599190283,0.1788321238,2
"510","Rings (9.22935824820145,23.7294310191746), Sex (M), Shell.weight (0.38678572432865,0.660037354291565)","Length (0.626742641783137,0.646475578245506)",0.0100550634,0.1666666667,0.1767217301,5
"511","Length (0.426652690711653,0.640133037984073)","Shell.weight (0.311324596239543,0.360060895371438), Whole.weight (1.02781177123054,2.14551246404993)",0.0691884127,0.1073152618,0.1765036745,2
"512","Whole.weight (2.54722507811114,2.8255)","Shucked.weight (0.771775801571713,1.09993576789297)",0.0002394063,0.1666666667,0.166906073,2
"513","Shell.weight (0.427388328750113,0.662885582527465)","Whole.weight (1.21010489655582,2.8255), Sex (M), Rings (13.5816347111883,27.4731130456197)",0.0122097199,0.1385869565,0.1507966764,2
"514","Shell.weight (0.00418160432339029,0.550983095186751)","Length (0.362506763378814,0.557305679271831), Sex (I), Viscera.weight (0.111939988071379,0.304652292702378)",0.0703854441,0.0720411664,0.1424266105,2
"515","Rings (10.9866963264236,24.3782338161433)","Sex (I), Length (0.17998399856367,0.705755410548934), Viscera.weight (0.0455885270042703,0.411064783967844)",0.0363897534,0.105409154,0.1417989074,2
"516","Sex (F), Viscera.weight (0.463768025653154,0.76)","Length (0.4065207658813,0.688837832320913)",0.0007182188,0.1304347826,0.1311530014,3
"517","Diameter (0.354314251601129,0.62575289084334)","Whole.weight (1.59405972993906,2.03998348431583)",0.0548240364,0.0749100425,0.1297340789,2
"518","Sex (M), Whole.weight (0.41757266004131,1.04378386787475)","Length (0.125690394560341,0.503261887460785), Viscera.weight (0.13274602619159,0.747716045308528)",0.0165190328,0.100877193,0.1173962258,3
"519","Diameter (0.391735309538167,0.643154510896207)","Whole.weight (1.32359828910785,1.59523868707093), Sex (M), Shell.weight (0.28452810089047,0.754460567635763)",0.0411778789,0.0675834971,0.108761376,2
"521","Shell.weight (0.420959872270597,0.63390462950923), Sex (M), Rings (1.15301117156873,29)","Whole.weight (2.05103409786047,2.22327334568076)",0.0043093129,0.1022727273,0.1065820402,5
"522","Whole.weight (0.002,2.8255)","Height (0.195367339562235,0.906949904255969), Shell.weight (0.1049413214586,0.775897640577041)",0.0514723486,0.0514723486,0.1029446972,2
"523","Whole.weight (0.257015851815994,2.26384153144932), Sex (F)","Viscera.weight (0.37822752688318,0.76), Length (0.309036975619796,0.815)",0.0222647833,0.0727699531,0.0950347364,3
"524","Shell.weight (0.0533021870880749,0.660132097419756)","Whole.weight (1.14719781741939,2.08316473326334), Sex (M), Rings (10.6067753719839,12.9492803776288), Length (0.262960005073734,0.791533070498816)",0.0387838161,0.0422204848,0.0810043009,2
"525","Shell.weight (0.267573232859948,0.728592143421274)","Sex (I), Length (0.440586442965872,0.815)",0.0201101269,0.0500894454,0.0701995723,2
"526","Diameter (0.392801787943526,0.616989454588342)","Whole.weight (1.64626133038296,1.80183197491426), Shell.weight (0.250413713776682,0.557016042524724)",0.0229830022,0.0377952756,0.0607782778,2
"528","Sex (M), Viscera.weight (0.154853296141742,0.425254834145495)","Diameter (0.385957426973187,0.57462420983958), Shell.weight (0.486008289568109,0.960819911059886)",0.0112520948,0.0445920304,0.0558441252,3
"529","Whole.weight (1.78507165277806,2.8255)","Diameter (0.60919198972832,0.65)",0.0019152502,0.0533333333,0.0552485835,2
"530","Shell.weight (0.315583422294532,0.503231676846597)","Sex (I), Length (0.324786121921642,0.787560489480705)",0.007900407,0.0330661323,0.0409665393,2
"531","Rings (1,9.07242256165107), Shucked.weight (0.128963198450055,1.26771011424426), Diameter (0.055,0.423502586477515), Shell.weight (0.0642601569936408,1.005)","Viscera.weight (0.167466661489146,0.25299251368986), Sex (F)",0.0069427819,0.0326944758,0.0396372577,8
