"","Antecedent","Consequence","Support","Confidence","Fitness","LHS_len"
"334","Shucked.weight (0.569523036045812,0.71461509143476)","Whole.weight (0.104310261271524,1.35969790720577)",0.0450083792,0.4025695931,0.4475779723,2
"335","Length (0.289649938391742,0.730659424759122)","Whole.weight (1.13335833513612,1.69016860689107)",0.2130715825,0.2257164595,0.438788042,2
"336","Whole.weight (0.460744711690597,0.976585319722538)","Diameter (0.376681568625599,0.414071854958315)",0.1158726359,0.317793828,0.4336664639,2
"337","Shell.weight (0.151960060339351,0.966977655646683), Rings (21)","Sex (M), Length (0.075,0.815)",0.0014364376,0.4285714286,0.4300078662,3
"339","Whole.weight (0.002,2.51475414254583)","Diameter (0.346631172569535,0.410590991965245)",0.213550395,0.2139601823,0.4275105773,2
"340","Sex (M), Length (0.707493936997545,0.815)","Diameter (0.055,0.565266031209504), Height (0.172225543292117,1.05476249855724)",0.0069427819,0.4202898551,0.427232637,3
"341","Diameter (0.325039820905049,0.424756571905214)","Sex (M)",0.0926502274,0.3203642384,0.4130144658,2
"342","Whole.weight (0.002,1.07126939010254)","Sex (F), Diameter (0.055,0.568536956487476)",0.165190328,0.2386717399,0.4038620679,2
"343","Length (0.497248318915546,0.511668981133576)","Sex (M), Height (0,0.787307168135953), Shucked.weight (0.001,1.488)",0.0165190328,0.375,0.3915190328,2
"344","Whole.weight (0.0510650103574438,1.99187031864087)","Diameter (0.252341579318058,0.343150211202969)",0.1565717022,0.1620416254,0.3186133276,2
"345","Whole.weight (0.0417882756968181,1.28873084391651)","Diameter (0.211382304750589,0.31603779838326)",0.1400526694,0.1720082329,0.3120609023,2
"346","Diameter (0.207424383233309,0.65)","Length (0.645783822540416,0.815)",0.1343069188,0.1399351459,0.2742420647,2
"347","Whole.weight (0.985462157920174,1.30199842930091)","Diameter (0.191298466045547,0.462415366663131)",0.0445295667,0.2282208589,0.2727504256,2
"348","Length (0.281316458333373,0.794140360782552), Whole.weight (0.002,2.59056435588052)","Diameter (0.167439330656229,0.426607299677159), Sex (M)",0.1295187934,0.1354531798,0.2649719732,4
"349","Whole.weight (0.002,1.35969790720577)","Diameter (0.327505510136324,0.422158297390418), Sex (I)",0.120421355,0.1402677078,0.2606890628,2
"350","Sex (M), Shell.weight (0.0015,1.005), Rings (17)","Length (0.075,0.815), Viscera.weight (5e-04,0.199403632038142)",0.0014364376,0.24,0.2414364376,4
"352","Whole.weight (0.0633861567629144,1.57268954081006)","Diameter (0.223191754146882,0.433026477753582), Sex (F)",0.1050993536,0.1158617049,0.2209610585,2
"353","Whole.weight (0.002,1.29426615749417)","Rings (7), Diameter (0.142378103326458,0.623071750453888)",0.0933684463,0.1124891837,0.20585763,2
"355","Whole.weight (0.002,2.0561792753404), Sex (M)","Diameter (0.252329419214725,0.360628381557694)",0.045726598,0.1283602151,0.1740868131,3
"357","Whole.weight (0.002,1.15966575492706)","Rings (11), Diameter (0.134800918145819,0.65)",0.058893943,0.0781945327,0.1370884757,2
"358","Whole.weight (0.002,1.86469461246964)","Whole.weight (0.002,1.86469461246964), Diameter (0.130300591364625,0.242546508919139)",0.0622456308,0.063976378,0.1262220088,2
"359","Diameter (0.055,0.65)","Sex (I), Viscera.weight (0.0619884715032536,0.229759619990201), Shucked.weight (0.28806891497102,1.16408990229547), Length (0.075,0.815), Height (0,0.698677284357342), Shell.weight (0.139180786386436,1.005)",0.0584151305,0.0584151305,0.116830261,2
"360","Shell.weight (0.36002996565251,0.95077159701986)","Sex (M), Viscera.weight (0.235607056748347,0.51235207220603), Length (0.712395361610277,0.814851096489706), Shucked.weight (0.693986267997544,1.15229494349206)",0.0098156572,0.0547396529,0.0645553101,2
"361","Length (0.1433646060789,0.815), Sex (M), Whole.weight (0.0509538091599821,1.90870767694346)","Diameter (0.147162408119249,0.26846693573163)",0.0165190328,0.047260274,0.0637793068,5
"363","Diameter (0.055,0.271220787627698)","Sex (F), Viscera.weight (5e-04,0.496895320155667)",0.0040699066,0.0367170626,0.0407869692,2
"364","Length (0.355913256747223,0.815), Whole.weight (0.0339471505484481,2.8255)","Diameter (0.110921986128933,0.277164588573878)",0.0191525018,0.0213390237,0.0404915255,4
"365","Whole.weight (1.03687101790077,2.34938140511028), Shell.weight (0.374525866006993,1.005), Sex (F)","Length (0.211883722421349,0.589689493953532), Height (0,0.81026426570813), Shucked.weight (0.001,0.909872669852831)",0.0023940627,0.0313479624,0.0337420251,5
"366","Whole.weight (0.002,2.29867924168168)","Whole.weight (0.002,2.29867924168168), Diameter (0.055,0.160381960592356)",0.0160402203,0.0161135161,0.0321537364,2
"367","Sex (M), Length (0.630184149396993,0.671194429700924), Diameter (0.055,0.521309438030553), Whole.weight (0.002,2.2641788413386)","Height (0.213021091066101,1.13)",0.0009576251,0.0273972603,0.0283548854,7
"368","Shucked.weight (0.698853941377285,0.774539398080212), Sex (M), Diameter (0.108464111226888,0.545071654090751)","Whole.weight (0.002,1.31675837486648)",0.0002394063,0.0217391304,0.0219785367,5
"369","Sex (M), Whole.weight (0.002,2.8255)","Diameter (0.138851394324352,0.208266031209504)",0.0045487192,0.012434555,0.0169832742,3
"370","Shell.weight (0.393993140176575,0.886502672821254), Whole.weight (0.002,2.08326602738801)","Length (0.456823461638596,0.815), Sex (M), Rings (21)",0.0011970314,0.0100200401,0.0112170715,4
"371","Whole.weight (0.002,2.27278689655362)","Sex (M), Diameter (0.159962577791469,0.222321973013219)",0.005266938,0.0052922781,0.0105592161,2
"372","Diameter (0.138851394324352,0.623788635691869)","Shell.weight (0.325003415025075,0.92479333700552), Sex (F), Length (0.670916276893249,0.676314727563752), Viscera.weight (0.0862824006831365,0.521310793839545), Shucked.weight (0.369331877016237,0.82649813743206)",0.0045487192,0.0045982575,0.0091469767,2
"373","Whole.weight (0.587558059072807,2.07310771082663), Length (0.279943035107178,0.815)","Sex (M), Diameter (0.172758247705343,0.390166417602239), Shell.weight (0.240802207985533,0.774337253457189)",0.0028728753,0.0045592705,0.0074321458,4
"374","Shell.weight (0.453462181058323,1.005), Diameter (0.055,0.65), Sex (F), Length (0.075,0.788061920673634)","Viscera.weight (5e-04,0.200163859835243)",0.0002394063,0.006993007,0.0072324133,7
"375","Diameter (0.055,0.618361744178283)","Viscera.weight (0.00214344044398413,0.367046973248215), Sex (I), Shell.weight (0.359788354318677,1.005), Length (0.158769980775229,0.678601121585125), Height (0.13948739349781,0.411592850330126)",0.0033516878,0.0033565092,0.006708197,2
"376","Length (0.379520386145506,0.815), Diameter (0.0868994165709176,0.544002472518001)","Height (0.225808308928155,0.906784574999193)",0.0023940627,0.0029542097,0.0053482724,4
"377","Length (0.188521976353473,0.71821453925978)","Shucked.weight (0.855963763825182,1.43954752314233), Whole.weight (1.35713262081773,1.74341385780515)",0.0023940627,0.0024752475,0.0048693102,2
"378","Whole.weight (0.532339580452339,2.30763717968309), Shell.weight (0.445557180126936,1.005), Diameter (0.055,0.56632112514002)","Sex (F), Rings (22), Length (0.272614547611518,0.707761054558373), Shucked.weight (0.114033284561083,1.47251534002949), Viscera.weight (0.232666769440173,0.29866749972575)",0.0002394063,0.0043103448,0.0045497511,6
"381","Whole.weight (0.002,2.2420086852311)","Height (0.207081434963471,0.867454781078406), Diameter (0.277622247945337,0.452146954755999)",0.0007182188,0.0007223694,0.0014405882,2
"382","Whole.weight (0.212209882200732,1.60714743249829), Diameter (0.259854050215055,0.367027190569373)","Height (0.824779919297021,1.13)",0.0002394063,0.0011806375,0.0014200438,4
"383","Whole.weight (1.0461054598844,2.29296226505103)","Sex (M), Shucked.weight (1.28033395736522,1.4139510064899)",0.0002394063,0.0007490637,0.00098847,2
"384","Sex (M), Diameter (0.055,0.599547319814039)","Rings (26), Length (0.188017701217659,0.815), Viscera.weight (0.0580242043063058,0.261440112973252)",0.0002394063,0.0006587615,0.0008981678,3
"385","Length (0.350062166180416,0.586393459848095)","Whole.weight (0.104310261271524,2.73954600197552), Height (0.678,1.13)",0.0002394063,0.0004293688,0.0006687751,2
"386","Whole.weight (0.002,1.72012103565331)","Height (0.894602651119033,1.13), Diameter (0.055,0.524204628207084)",0.0002394063,0.0002511932,0.0004905995,2
"387","Whole.weight (0.002,1.83412213524647)","Diameter (0.0714244336899664,0.65), Height (0.957489995168563,1.13)",0.0002394063,0.00024667,0.0004860763,2
"388","Whole.weight (0.002,2.23527765350171)","Height (0.700258276825362,1.13), Diameter (0.055,0.65)",0.0002394063,0.0002409639,0.0004803702,2
"389","Diameter (0.055,0.630367474172092)","Whole.weight (0.002,2.8255), Height (0.748127096574061,1.13)",0.0002394063,0.0002394636,0.0004788699,2
"390","Diameter (0.055,0.65)","Diameter (0.055,0.65), Height (0.604966663228431,1.13)",0.0002394063,0.0002394063,0.0004788126,2
"391","Length (0.075,0.815)","Diameter (0.055,0.65)",1,1,2,2
"392","Length (0.075,0.815)","Diameter (0.0584179377475147,0.65)",0.9997605937,0.9997605937,1.9995211874,2
"393","Length (0.075,0.815)","Diameter (0.0821000484811352,0.65)",0.9997605937,0.9997605937,1.9995211874,2
"394","Length (0.075,0.815)","Diameter (0.0911157817745763,0.65)",0.9995211875,0.9995211875,1.999042375,2
"395","Length (0.075,0.780403596145804)","Diameter (0.0757897527147785,0.65)",0.9992817812,0.999760479,1.9990422602,2
"396","Length (0.075,0.815)","Diameter (0.0976685905532155,0.65)",0.9992817812,0.9992817812,1.9985635624,2
"397","Length (0.141158535567649,0.815)","Diameter (0.101949204376784,0.645085549694513)",0.9978453435,0.9995203837,1.9973657272,2
"398","Length (0.0861183171163723,0.815)","Diameter (0.106247881966454,0.65)",0.9978453435,0.9980842912,1.9959296347,2
"399","Length (0.180063509193528,0.815)","Diameter (0.055,0.65)",0.9923389993,1,1.9923389993,2
"400","Length (0.075,0.780403596145804)","Diameter (0.124654641335736,0.65)",0.994733062,0.9952095808,1.9899426428,2
"401","Length (0.195808616031805,0.815)","Diameter (0.0876048595322768,0.65)",0.9897055303,1,1.9897055303,2
"402","Length (0.075,0.815)","Diameter (0.126821292559187,0.65)",0.9935360306,0.9935360306,1.9870720612,2
"403","Length (0.203096645998114,0.757339326909673)","Diameter (0.0976685905532155,0.615865286123186)",0.9849174048,0.9997569866,1.9846743914,2
"404","Length (0.15659662095954,0.815)","Diameter (0.140711678372789,0.65)",0.9897055303,0.992318771,1.9820243013,2
"405","Length (0.075,0.815)","Diameter (0.140963760691991,0.65)",0.9897055303,0.9897055303,1.9794110606,2
"406","Length (0.075,0.815)","Diameter (0.157014891627663,0.65)",0.9849174048,0.9849174048,1.9698348096,2
"407","Length (0.185264225946082,0.815)","Length (0.185264225946082,0.815), Diameter (0.17404568718474,0.641809249490854)",0.9806080919,0.9891330596,1.9697411515,2
"408","Length (0.267894806922907,0.815)","Diameter (0.13644148103493,0.65)",0.9686377783,0.9997529034,1.9683906817,2
"409","Length (0.298270262021801,0.815)","Length (0.298270262021801,0.815), Diameter (0.112989642871971,0.65)",0.9487670577,1,1.9487670577,2
"410","Length (0.297954955090047,0.815)","Diameter (0.055,0.65)",0.9487670577,1,1.9487670577,2
"411","Length (0.137296150476436,0.709170906824346)","Diameter (0.140963760691991,0.65)",0.957864496,0.9905917306,1.9484562266,2
"412","Length (0.280548275260104,0.815)","Diameter (0.207868893345774,0.593108810205311)",0.9506823079,0.9929982496,1.9436805575,2
"413","Length (0.241652962192445,0.815)","Diameter (0.0821000484811352,0.628599642787577), Whole.weight (0.002,1.84048776943533)",0.949006464,0.970379437,1.919385901,2
"414","Length (0.0780381485755933,0.815)","Diameter (0.210525842604568,0.65)",0.9554704333,0.9556992337,1.911169667,2
"415","Length (0.363821084627087,0.815)","Diameter (0.055,0.65)",0.8896337084,1,1.8896337084,2
"416","Length (0.351052501434189,0.718898878182789)","Whole.weight (0.002,2.60827560898982)",0.8781422073,1,1.8781422073,2
"417","Length (0.075,0.815)","Viscera.weight (0.0323491966109077,0.76), Diameter (0.0757897527147785,0.65)",0.9377543692,0.9377543692,1.8755087384,2
"418","Length (0.377960816344224,0.815)","Diameter (0.105322665114126,0.65)",0.8664113,1,1.8664113,2
"419","Length (0.203096645998114,0.815)","Diameter (0.237361083159406,0.621374841639466), Whole.weight (0.134675197671429,2.21718080712439)",0.9255446493,0.9365310078,1.8620756571,2
"420","Length (0.38116385673329,0.815)","Diameter (0.055,0.65)",0.8601867369,1,1.8601867369,2
"421","Length (0.324923884951905,0.673214581894773)","Diameter (0.055,0.641889069596392)",0.8577926742,1,1.8577926742,2
"422","Length (0.075,0.815)","Diameter (0.145486040349053,0.532599015714628)",0.9171654297,0.9171654297,1.8343308594,2
"423","Length (0.401248626150795,0.815)","Diameter (0.140711678372789,0.65)",0.8336126407,1,1.8336126407,2
"424","Length (0.179953571507124,0.638618178040577)","Diameter (0.075833311551136,0.65)",0.8283457027,1,1.8283457027,2
"425","Length (0.41201037263378,0.815)","Diameter (0.055,0.65)",0.8204452957,1,1.8204452957,2
"426","Length (0.409781126941802,0.815)","Diameter (0.120417754676168,0.593108810205311)",0.8221211396,0.9933468325,1.8154679721,2
"427","Length (0.426933771475736,0.815)","Whole.weight (0.002,2.8255)",0.7957864496,1,1.7957864496,2
"428","Length (0.191673528284789,0.757339326909673)","Diameter (0.055,0.51544396047681)",0.8779028011,0.889185257,1.7670880581,2
"429","Length (0.349182192634127,0.780403596145804)","Length (0.349182192634127,0.780403596145804), Diameter (0.0757897527147785,0.51750309641906)",0.7974622935,0.8768096868,1.6742719803,2
"430","Length (0.401781872550774,0.638618178040577)","Diameter (0.055,0.621408241270304)",0.6686617189,1,1.6686617189,2
"431","Length (0.494634344629014,0.757339326909673)","Diameter (0.0584179377475147,0.65)",0.6451999042,1,1.6451999042,2
"432","Length (0.516073393505194,0.815)","Diameter (0.055,0.58517197376752)",0.5726598037,0.9880214787,1.5606812824,2
"433","Length (0.423537671053272,0.718898878182789)","Whole.weight (0.002,1.40348280410698)",0.6825472827,0.8742716958,1.5568189785,2
"434","Length (0.192676709539366,0.555626700588491)","Diameter (0.106493570761448,0.65)",0.5357912377,1,1.5357912377,2
"435","Length (0.195808616031805,0.555626700588491)","Length (0.195808616031805,0.555626700588491), Diameter (0.0876048595322768,0.51750309641906)",0.5350730189,1,1.5350730189,2
"436","Length (0.543743284154883,0.815)","Diameter (0.15521154039935,0.593108810205311)",0.4972468279,0.989047619,1.4862944469,2
"437","Length (0.390710572723954,0.757339326909673)","Diameter (0.0988641624380257,0.51544396047681), Whole.weight (0.406347522513595,2.06547332679251)",0.6595642806,0.7817820658,1.4413463464,2
"438","Length (0.075,0.815), Whole.weight (0.898800472941873,2.8255)","Diameter (0.157014891627663,0.65)",0.423509696,1,1.423509696,4
"439","Diameter (0.139098430293724,0.51750309641906)","Length (0.208421816377643,0.555626700588491)",0.5319607374,0.6059449141,1.1379056515,2
"440","Length (0.363821084627087,0.815)","Diameter (0.179962331178489,0.615865286123186), Whole.weight (0.719389424233575,1.93791529171375)",0.5310031123,0.5968783638,1.1278814761,2
"441","Length (0.495406810322622,0.815), Shucked.weight (0.62165151101995,1.47115266752676)","Whole.weight (0.952612692495306,2.8255)",0.1197031362,1,1.1197031362,4
"442","Length (0.583407857890658,0.815)","Diameter (0.055,0.53261905549313)",0.2887239646,0.8018617021,1.0905856667,2
"443","Shucked.weight (0.696951932264936,1.35575571710752)","Whole.weight (0.0952186475261829,2.8255), Viscera.weight (0.19210053830701,0.716191160326927), Length (0.075,0.815)",0.0679913814,0.993006993,1.0609983744,2
"444","Length (0.389257947507607,0.718280473138564), Sex (M)","Whole.weight (0.680933564398263,2.54858880091831)",0.2599952119,0.7973568282,1.0573520401,3
"445","Shucked.weight (0.664367828636294,1.35575571710752)","Whole.weight (1.01166332846573,2.8255), Length (0.12528864934271,0.750275147132862)",0.0866650706,0.9602122016,1.0468772722,2
"446","Diameter (0.08972218591856,0.60234706878384)","Diameter (0.08972218591856,0.60234706878384), Length (0.521030296734295,0.690996012683733)",0.5128082356,0.5142857143,1.0270939499,2
"447","Length (0.146359558432443,0.815), Shell.weight (0.555031692803662,0.814073982597748)","Diameter (0.125165997089943,0.65)",0.0196313143,1,1.0196313143,4
"448","Shucked.weight (0.955685969802662,1.35575571710752)","Length (0.075,0.788715595859746), Whole.weight (0.850679621518114,2.8255)",0.0119703136,1,1.0119703136,2
"449","Viscera.weight (0.429951766076374,0.76)","Shucked.weight (0.54097534840002,1.488), Diameter (0.366076673092541,0.65)",0.0201101269,0.9882352941,1.008345421,2
"450","Rings (6), Sex (M)","Shell.weight (0.0015,0.908614853097109)",0.0064639694,1,1.0064639694,2
"451","Length (0.195808616031805,0.815), Shell.weight (0.65519885490065,1.005)","Diameter (0.055,0.65)",0.0064639694,1,1.0064639694,4
"452","Length (0.075,0.815), Shell.weight (0.65519885490065,1.005)","Diameter (0.125165997089943,0.65)",0.0064639694,1,1.0064639694,4
"453","Whole.weight (0.556625033182001,2.10751433544519), Shucked.weight (0.933786686850234,1.20758419775594), Length (0.50128649146923,0.815)","Shell.weight (0.314859266299073,0.867820791663515)",0.0050275317,1,1.0050275317,6
"454","Shucked.weight (0.955685969802662,1.0414648045377)","Length (0.223907151949372,0.815), Whole.weight (1.0910946649066,2.40884306389295)",0.0040699066,1,1.0040699066,2
"455","Length (0.574687434455599,0.61748598974692), Rings (20)","Diameter (0.055,0.65)",0.0016758439,1,1.0016758439,3
"456","Rings (22), Whole.weight (1.04742844410892,2.60827560898982)","Shell.weight (0.0015,1.005)",0.0007182188,1,1.0007182188,3
"457","Rings (23), Shell.weight (0.564222119141626,0.867820791663515), Length (0.785731322423582,0.815)","Sex (F)",0.0002394063,1,1.0002394063,5
"458","Shucked.weight (1.488,1.488)","Viscera.weight (0.298297082869102,0.68326231094379)",0.0002394063,1,1.0002394063,2
"459","Rings (24), Shell.weight (0.274596512841926,1.005), Viscera.weight (0.000818440155105593,0.37957632827579), Sex (F), Length (0.366419036643384,0.815)","Diameter (0.256222567356307,0.65), Height (0.183058181715616,0.585581939500236)",0.0002394063,1,1.0002394063,8
"460","Length (0.815,0.815)","Length (0.815,0.815), Sex (F)",0.0002394063,1,1.0002394063,2
"461","Whole.weight (1.88208105954238,2.59985492625882), Shucked.weight (0.82882692224754,1.488), Shell.weight (0.756262972334303,0.963051118483454)","Viscera.weight (0.380507481521264,0.541148512873045), Sex (F), Height (0,0.650873996916637)",0.0002394063,1,1.0002394063,6
"462","Viscera.weight (0.448377469718599,0.584781710033583)","Shucked.weight (0.387506412286068,1.39742127862815)",0.0141249701,0.9833333333,0.9974583034,2
"463","Shucked.weight (0.696951932264936,1.21379006842879)","Whole.weight (0.002,2.8255), Viscera.weight (0.298297082869102,0.579565161078433), Length (0.075,0.780403596145804)",0.0598515681,0.8960573477,0.9559089158,2
"464","Length (0.711250680235396,0.797981474491659), Rings (10), Viscera.weight (0.047172222205862,0.76), Shucked.weight (0.62165151101995,1.47115266752676)","Whole.weight (1.61375307261687,2.8255)",0.0040699066,0.9444444444,0.948514351,7
"465","Length (0.267894806922907,0.815), Diameter (0.152385417797064,0.294738393831203)","Sex (I)",0.0854680393,0.754756871,0.8402249103,4
"466","Length (0.405236967165912,0.815)","Diameter (0.116932673589155,0.438968518864871)",0.3785013167,0.4573329476,0.8358342643,2
"467","Length (0.394642567313547,0.815)","Diameter (0.35259482080931,0.45187589299009)",0.3514484079,0.4150409952,0.7664894031,2
"468","Whole.weight (1.16129153017982,1.82039411631112)","Diameter (0.146893598413996,0.517145394362333)",0.1335887,0.6220735786,0.7556622786,2
"469","Length (0.690996012683733,0.780403596145804)","Viscera.weight (0.324211672213068,0.466791162947813)",0.0327986593,0.6682926829,0.7010913422,2
"470","Length (0.154016763498887,0.757699642978033)","Whole.weight (0.931252158107909,2.06611421660189), Diameter (0.355499845450923,0.549024211100963)",0.3492937515,0.3510587103,0.7003524618,2
"471","Height (0,0.686542638724406), Whole.weight (0.0498861494129634,2.8255)","Sex (M), Length (0.393189458681766,0.815)",0.3378022504,0.3431420233,0.6809442737,4
"473","Shucked.weight (0.212513412671881,0.958461643844769)","Whole.weight (0.002,2.02991742224476), Length (0.392103756874609,0.750275147132862), Sex (F)",0.2645439311,0.3832813042,0.6478252353,2
"474","Diameter (0.178349083099425,0.483368382542246)","Length (0.409290492542724,0.521030296734295)",0.2652621499,0.3613829093,0.6266450592,2
"475","Whole.weight (0.475844323099785,2.74791693493153)","Length (0.504433813206693,0.815), Sex (F)",0.2540100551,0.3517904509,0.605800506,2
"476","Length (0.612280172314563,0.684302474328593)","Sex (M), Whole.weight (0.00264991909350995,1.80125013754187)",0.0940866651,0.4746376812,0.5687243463,2
"477","Length (0.581246929962074,0.815), Viscera.weight (0.450635632859955,0.76)","Diameter (0.125323070401297,0.573524558388061)",0.0081398133,0.5483870968,0.5565269101,4
"478","Length (0.455340732191688,0.815), Whole.weight (1.41504421758391,2.56769259011074)","Sex (F)",0.0579363179,0.493877551,0.5518138689,4
"480","Rings (21), Length (0.386004275594792,0.718898878182789), Whole.weight (0.002,2.25918992622419)","Sex (F)",0.0016758439,0.5384615385,0.5401373824,5
"481","Length (0.075,0.815)","Viscera.weight (0.230155826832865,0.37948747293805), Diameter (0.190525437317397,0.65)",0.2602346181,0.2602346181,0.5204692362,2
"482","Length (0.590223104442687,0.626253957540836), Shucked.weight (0.57895266752676,0.62165151101995)","Whole.weight (1.2572637015444,2.8255), Shell.weight (0.0309692953028263,0.761115693902107)",0.0064639694,0.5,0.5064639694,4
"483","Rings (22), Length (0.581145350432171,0.815)","Sex (F)",0.0004788125,0.5,0.5004788125,3
"484","Rings (24), Shell.weight (0.27906585338091,1.005), Length (0.654831463637982,0.777458877862004)","Sex (M)",0.0002394063,0.5,0.5002394063,5
"485","Shucked.weight (0.718110071650496,1.14104156610091)","Length (0.075,0.815), Whole.weight (0.412738827211638,2.57309165382607), Viscera.weight (0.310051677467106,0.404404241664916), Diameter (0.198677600693503,0.65)",0.0258558774,0.4655172414,0.4913731188,2
"486","Rings (18), Shell.weight (0.463167249125379,0.935371650223929), Viscera.weight (0.175718289966417,0.741574296357775)","Sex (F)",0.0009576251,0.4444444444,0.4454020695,5
"487","Length (0.241626585690475,0.727794159884654)","Viscera.weight (0.255949084007766,0.76), Diameter (0.438305321986532,0.559358767238125)",0.2049317692,0.2124596674,0.4173914366,2
"488","Length (0.2432092062926,0.815)","Shucked.weight (0.524501017338236,1.488), Diameter (0.207616811026571,0.573524558388061)",0.205649988,0.2102815177,0.4159315057,2
"489","Shucked.weight (0.885176167459889,0.98114878324128)","Length (0.582794254631718,0.813969324926291), Whole.weight (1.93085802390685,2.8255)",0.0038305004,0.4102564103,0.4140869107,2
"490","Length (0.19971810452115,0.815)","Shucked.weight (0.524501017338236,1.488), Diameter (0.195879061594951,0.573524558388061)",0.205649988,0.2077890663,0.4134390543,2
"491","Shell.weight (0.756262972334303,0.963051118483454)","Length (0.647357408390106,0.815), Sex (F), Whole.weight (0.163523561627958,2.20700932409731)",0.0007182188,0.375,0.3757182188,2
"492","Length (0.272818845853219,0.815)","Sex (F), Diameter (0.360840202463801,0.65), Whole.weight (0.002,1.51364265100947), Shucked.weight (0.328188135836397,1.488)",0.173090735,0.1791377602,0.3522284952,2
"493","Rings (22), Shell.weight (0.20649455417801,0.963051118483454)","Length (0.553722581084421,0.662077792850924), Sex (F)",0.0004788125,0.3333333333,0.3338121458,3
"494","Sex (F), Length (0.770694514094278,0.815)","Whole.weight (0.002,2.60789576631363), Shell.weight (0.0311072368152007,0.712221664570136)",0.0002394063,0.3333333333,0.3335727396,3
"495","Shucked.weight (1.31803130108195,1.488)","Viscera.weight (0.489881601670443,0.702187869843635), Whole.weight (1.1612519561739,2.8255)",0.0002394063,0.3333333333,0.3335727396,2
"496","Length (0.165908993234677,0.813969324926291)","Whole.weight (1.29260473780934,2.0862806806796)",0.1568111085,0.1576034649,0.3144145734,2
"498","Shucked.weight (0.883133761628609,1.488)","Whole.weight (0.354673257976463,2.8255), Sex (F), Length (0.082487549381361,0.815)",0.0064639694,0.3033707865,0.3098347559,2
"499","Length (0.075,0.815)","Diameter (0.508549788043042,0.59220649729793)",0.1407708882,0.1407708882,0.2815417764,2
"500","Length (0.204119566733965,0.815)","Whole.weight (1.1444137964761,2.69619489155254), Sex (F)",0.1206607613,0.1220930233,0.2427537846,2
"501","Shell.weight (0.480878993727344,1.005), Sex (M)","Viscera.weight (0.400710255843409,0.459687565611227), Length (0.458940520929086,0.813969324926291)",0.0057457505,0.2285714286,0.2343171791,3
"502","Length (0.462720588019556,0.815)","Whole.weight (1.12259432231961,1.60935148889695), Sex (F)",0.0962413215,0.1332891247,0.2295304462,2
"503","Length (0.112635181005513,0.750275147132862)","Shucked.weight (0.517622029723922,0.62165151101995), Whole.weight (0.915014919746338,2.69213734983117)",0.1110845104,0.1115652801,0.2226497905,2
"504","Shucked.weight (0.810759548590269,1.47469829144397)","Viscera.weight (0.479981485652467,0.76), Diameter (0.363430989741563,0.65), Whole.weight (1.1910621037599,2.8255)",0.0067033756,0.2058823529,0.2125857285,2
"505","Length (0.285511741997051,0.815)","Diameter (0.120417754676168,0.593108810205311), Whole.weight (1.33304326913547,1.67629118088419)",0.1003112282,0.1050125313,0.2053237595,2
"506","Length (0.249630491610952,0.815)","Whole.weight (1.46978557289925,2.60827560898982), Diameter (0.0746877370863348,0.615865286123186)",0.101029447,0.1034567296,0.2044861766,2
"507","Length (0.327321286049938,0.815)","Shucked.weight (0.642419916315622,1.488), Diameter (0.0584179377475147,0.587074174883855)",0.0974383529,0.1050322581,0.202470611,2
"508","Length (0.364322013377719,0.641845276268343)","Viscera.weight (5e-04,0.662013548699198), Diameter (0.453564323732205,0.473635153787935)",0.0854680393,0.1157212318,0.2011892711,2
"509","Viscera.weight (0.429951766076374,0.656188106812268)","Shucked.weight (0.235895589786633,1.488), Shell.weight (0.536407997261965,0.827875107211797), Whole.weight (0.825277459757703,2.8255), Sex (M), Height (0,0.709337851215795)",0.0038305004,0.1904761905,0.1943066909,2
"510","Length (0.267894806922907,0.650072206709306)","Viscera.weight (0.138602769245714,0.593201939635771), Diameter (0.473635153787935,0.65), Sex (M)",0.0873832894,0.102556898,0.1899401874,2
"511","Shucked.weight (0.663156788771256,1.15165157253127), Rings (14), Length (0.341039476537083,0.815)","Whole.weight (2.18630371409934,2.59660475081831)",0.0004788125,0.1538461538,0.1543249663,5
"512","Length (0.17580067063155,0.815)","Diameter (0.055,0.618729158288488), Whole.weight (1.40727934007101,1.7147366429768)",0.0725401006,0.0730296457,0.1455697463,2
"513","Length (0.377186127110359,0.815)","Sex (M), Shucked.weight (0.621136743944693,1.488), Diameter (0.14707216438404,0.65)",0.064160881,0.074053606,0.138214487,2
"514","Length (0.413888216260686,0.815)","Shell.weight (0.47210405220005,0.745196862150265), Diameter (0.0717558296296025,0.65)",0.0538664113,0.0656550919,0.1195215032,2
"515","Length (0.50039565865214,0.718898878182789)","Sex (M), Whole.weight (0.002,0.823080863348379)",0.0423749102,0.0712273642,0.1136022744,2
"517","Shucked.weight (0.001,0.0530313541452449)","Length (0.295271714225899,0.815), Diameter (0.190558794748808,0.644009783900572), Whole.weight (0.002,2.8255)",0.005266938,0.1028037383,0.1080706763,2
"518","Length (0.075,0.757339326909673)","Diameter (0.14924684696841,0.615865286123186), Whole.weight (1.51639908297733,1.7138278122225)",0.043093129,0.0432276657,0.0863207947,2
"519","Shucked.weight (0.479685862341219,1.26945675337168)","Length (0.439885376851469,0.757339326909673), Whole.weight (1.79350237495949,1.94752282813881)",0.0119703136,0.0420168067,0.0539871203,2
"520","Length (0.474317696427293,0.815)","Diameter (0.055,0.3930995144326), Sex (F)",0.0217859708,0.0312714777,0.0530574485,2
