"Antecedent","Consequence","Support","Confidence","Fitness"
"ShellWeight (0.268225991622715,0.700939206791378)","Rings (8.41943414766502,16.0844161878558), Diameter (0.287730509928224,0.65)","0.3447450323","0.8627920911","1.2075371234"
"Rings (5.41201536147128,29)","Rings (5.41201536147128,29), ShellWeight (0.193856212291068,0.786056013789257)","0.5884606177","0.6163490471","1.2048096648"
"WholeWeight (0.643936533387125,0.965603485529486), ShellWeight (0.0607297761117763,0.865751575208489), Rings (1.4201176798997,15.3286498536472)","VisceraWeight (0.0142777496244194,0.610519270030527), Length (0.075,0.620552612204683)","0.2058893943","0.9953703704","1.2012597647"
"Diameter (0.0775156707899077,0.65)","ShellWeight (0.187210406123422,0.691011115602563)","0.5982762748","0.5984195402","1.196695815"
"VisceraWeight (5e-04,0.76)","Diameter (0.395571960304114,0.65)","0.5970792435","0.5970792435","1.194158487"
"Height (0.171640069644882,0.888220304300262), WholeWeight (0.002,2.74726495084493)","VisceraWeight (0.149363193407381,0.76)","0.2001436438","0.9893491124","1.1894927562"
"ShellWeight (0.0015,1.005)","VisceraWeight (0.138566083877653,0.452736721550019)","0.5920517118","0.5920517118","1.1841034236"
"Rings (3.70785313785018,28.6084117201972)","ShellWeight (0.195822918452868,1.005)","0.5800813981","0.5825919692","1.1626733673"
"WholeWeight (0.002,2.69482468762021), VisceraWeight (5e-04,0.63844761034403)","ShellWeight (0.197572173032787,1.005)","0.5776873354","0.5781025395","1.1557898749"
"Rings (11.8396366729235,27.1984626545873)","ShellWeight (0.151776716323714,0.749510260072446)","0.2149868327","0.9363920751","1.1513789078"
"Diameter (0.353723852091207,0.65)","ShellWeight (0.237644555076648,0.927156313790416)","0.4864735456","0.6638353479","1.1503088935"
"Sex (F)","Diameter (0.368814144355492,0.65)","0.2736413694","0.8745218057","1.1481631751"
"WholeWeight (1.22838822645108,2.71265345542112), Rings (5.84310797320359,12.0221099962946)","ShellWeight (0.0015,0.965059418032026), VisceraWeight (0.119850625247695,0.674924786573858)","0.1455590136","1","1.1455590136"
"WholeWeight (0.85744881834065,2.19999252722369), VisceraWeight (0.0988106383487757,0.573578683881824), Diameter (0.508539245857173,0.65)","Height (0.00635727304848842,1.13)","0.1383768255","1","1.1383768255"
"Sex (F), ShellWeight (0.313233802281808,0.848555585987044)","Diameter (0.368814144355492,0.65)","0.1367009816","1","1.1367009816"
"Length (0.599941997533388,0.632248640498728)","Diameter (0.346637907104123,0.65)","0.1319128561","1","1.1319128561"
"WholeWeight (0.941503008341613,2.35024599997696), ShellWeight (0.10152493569236,0.960860327178169)","VisceraWeight (5e-04,0.349078721813574)","0.3164950922","0.8130381304","1.1295332226"
"VisceraWeight (5e-04,0.76), WholeWeight (0.0098360809653168,2.20060012698649)","Length (0.075,0.563016180229024)","0.5606894901","0.5654273298","1.1261168199"
"WholeWeight (1.04001985980717,2.48994939558164), Rings (5.50985186649632,12.0221099962946), ShellWeight (0.095170166529329,0.769693160914277), VisceraWeight (0.284244990483741,0.595091558013752)","Height (0.128799223958049,0.799589826666743)","0.1278429495","0.9981308411","1.1259737906"
"WholeWeight (1.41375,2.8255)","WholeWeight (1.41375,2.8255), ShellWeight (0.116009392171121,1.005)","0.1185061049","1","1.1185061049"
"Diameter (0.055,0.65)","ShellWeight (0.208525145071409,1.005)","0.5573378023","0.5573378023","1.1146756046"
"Sex (M), Diameter (0.13321946259879,0.65)","ShellWeight (0.16595574932964,0.848555585987044)","0.2956667465","0.8108995404","1.1065662869"
"WholeWeight (1.41510667569218,2.8255)","VisceraWeight (0.0549113983117559,0.553371749757511), ShellWeight (0.041290287586096,0.967385316125409)","0.1163514484","0.985801217","1.1021526654"
"WholeWeight (1.41375,2.8255)","ShellWeight (0.0015,0.774552458961523)","0.1165908547","0.9838383838","1.1004292385"
"Rings (12.6161047813735,24.5514732446445)","Height (0.00864143990758748,0.939725145816098), ShellWeight (0.158473659962137,0.787683719982399)","0.1556140771","0.9447674419","1.100381519"
"WholeWeight (0.589212620518512,2.22825500562604), Rings (10.4305966572138,11.0713465626468)","ShuckedWeight (0.19685114442747,1.14674225887238)","0.1000718219","0.9928741093","1.0929459312"
"ShellWeight (0.0015,0.867885658904743)","ShellWeight (0.0015,0.867885658904743), Diameter (0.28711858388262,0.46647431093239)","0.5460857074","0.5466091541","1.0926948615"
"Sex (I), WholeWeight (0.5155492267097,2.8255)","ShellWeight (0.0607297761117763,0.836355690040773), Rings (1.4201176798997,17.6295193130754), Length (0.401182482965924,0.682301868898976)","0.1067751975","0.9802197802","1.0869949777"
"Sex (F)","WholeWeight (0.61368480547802,2.8255), ShellWeight (0.0015,1.005)","0.2587981805","0.8270849273","1.0858831078"
"Length (0.218119230316624,0.728513765701136)","ShellWeight (0.0015,0.774552458961523), Height (0.137813943898072,1.13)","0.5338759876","0.5498027613","1.0836787489"
"WholeWeight (1.54213730667743,2.8255), Height (0.0130885744230181,0.805065528963364)","ShellWeight (0.106134402956739,0.980815623349258)","0.0816375389","0.9970760234","1.0787135623"
"VisceraWeight (0.320339577792266,0.76)","WholeWeight (0.002,2.8255), ShellWeight (0.303129006908443,0.965448329141487)","0.1048599473","0.9733333333","1.0781932806"
"ShellWeight (0.441132706043048,0.794183095239044)","Diameter (0.055,0.65)","0.0770888197","1","1.0770888197"
"Sex (F), WholeWeight (0.848454189618667,2.8255)","ShellWeight (0.0015,1.005), Rings (3.13157469968428,15.3556779839564)","0.1855398611","0.8908045977","1.0763444588"
"Length (0.333006408949004,0.390397412787861)","ShellWeight (0.00204028768528042,0.845889764141604)","0.0756523821","1","1.0756523821"
"VisceraWeight (0.312444491030263,0.548315603604779), WholeWeight (1.45936966536184,2.8255)","ShellWeight (0.192527077730734,0.85644240144067), Height (0.0409501959677436,0.764000679546159)","0.0869044769","0.9864130435","1.0733175204"
"Rings (9.48712954309826,29)","Diameter (0.28774413666406,0.65), ShellWeight (0.247600724809723,0.827732467078924)","0.3567153459","0.7160019222","1.0727172681"
"Sex (I)","ShellWeight (0.0519631452073546,0.970678552749686)","0.2602346181","0.8099850969","1.070219715"
"ShellWeight (0.459693213394094,0.798910222232378)","Rings (2.09574042573513,29)","0.0655973186","1","1.0655973186"
"Rings (3.35665692875045,29), ShellWeight (0.140797001023102,1.005), ShuckedWeight (0.383350310819573,0.440865129942016)","Diameter (0.233499554986483,0.511769251389924)","0.0828345703","0.9801699717","1.063004542"
"WholeWeight (1.40983195951734,1.85458724318418)","ShellWeight (0.0211450023119096,0.889776229480762), VisceraWeight (0.0467164967737672,0.448952499390543)","0.0892985396","0.9713541667","1.0606527063"
"ShellWeight (0.0015,0.92156186380233)","Length (0.266403050852969,0.562499338581911)","0.5300454872","0.5301724138","1.060217901"
"Rings (3.46255912237029,29)","ShellWeight (0.0015,0.939053249359698), VisceraWeight (0.161437930411455,0.528638478054065)","0.5274120182","0.5295673077","1.0569793259"
"VisceraWeight (0.244638982060526,0.622595001218913)","Length (0.434061637172144,0.731527917849853), ShellWeight (0.299199086777425,0.850255575132106)","0.2236054585","0.8302222222","1.0538276807"
"VisceraWeight (0.279743313034095,0.666935801908172)","WholeWeight (0.002,1.94246883793946)","0.1649509217","0.8867438867","1.0516948084"
"WholeWeight (1.41375,1.60518695716496)","WholeWeight (1.41375,1.60518695716496), ShellWeight (0.0315761349291506,1.005)","0.0505147235","1","1.0505147235"
"WholeWeight (1.41375,1.60518695716496), VisceraWeight (0.0844545003418825,0.642058952182754)","ShellWeight (0.0995360865163934,0.986005775245947)","0.0505147235","1","1.0505147235"
"WholeWeight (1.34705566811793,1.45936966536184)","ShellWeight (0.0544494317584084,0.89680543464086)","0.0406990663","1","1.0406990663"
"VisceraWeight (0.164051851886525,0.741530420652267)","Diameter (0.455826746453408,0.65)","0.355039502","0.6849884527","1.0400279547"
"ShellWeight (0.114310296848294,1.005)","Diameter (0.43071946259879,0.581766426071845)","0.4582236055","0.581586144","1.0398097495"
"ShuckedWeight (0.601938709043228,0.669569012662396)","ShellWeight (0.161209270398955,0.826752334273275), WholeWeight (0.705142376006494,1.82216509864264)","0.0519511611","0.9863636364","1.0383147975"
"ShellWeight (0.461751159360123,0.52378562237287)","Diameter (0.1832490305385,0.65)","0.0359109409","1","1.0359109409"
"ShellWeight (0.231853673848159,1.005), WholeWeight (1.46619026322471,2.8255)","Diameter (0.373003714136357,0.65), Rings (8.27206559948581,18.0747471869045)","0.0960019153","0.9325581395","1.0285600548"
"ShuckedWeight (0.77975335174764,0.99619020452971)","Rings (5.09861974176602,28.6084117201972), Diameter (0.0959274878381984,0.65)","0.0282499401","1","1.0282499401"
"WholeWeight (1.34841234381011,1.41375)","ShellWeight (0.131255038191696,0.935359131421001)","0.0272923151","1","1.0272923151"
"ShellWeight (0.534770060304799,0.763558795655491)","Diameter (0.444651208841806,0.65)","0.0234618147","1","1.0234618147"
"WholeWeight (1.36130973677529,1.41375)","ShellWeight (0.202014533985951,0.834916858415588)","0.0222647833","1","1.0222647833"
"ShellWeight (0.240718040025537,0.887346580457139)","Diameter (0.0843860571252299,0.508549626963213)","0.3279865932","0.6929691452","1.0209557384"
"Diameter (0.055,0.65)","ShellWeight (0.226880719696511,0.81537053825341)","0.5101747666","0.5101747666","1.0203495332"
"Sex (F), Diameter (0.28711858388262,0.65), ShuckedWeight (0.631210640793071,1.153468106405)","ShellWeight (0.267612623294961,0.837748827461363)","0.0485994733","0.971291866","1.0198913393"
"WholeWeight (1.41375,1.47908765618989), Height (0.0309390058530698,0.639860442296735), ShellWeight (0.0458977750441752,0.884279397827745)","Diameter (0.28711858388262,0.65)","0.0186736893","1","1.0186736893"
"Sex (F), Length (0.229614866786869,0.815), WholeWeight (1.66539561208018,2.69185389891028)","ShellWeight (0.0015,0.93738122886209)","0.0260952837","0.9909090909","1.0170043746"
"WholeWeight (0.002,2.8255), VisceraWeight (0.487671997962818,0.76)","ShellWeight (0.236710315047387,0.926337225638248)","0.0069427819","1","1.0069427819"
"WholeWeight (1.41375,1.43997013161236), VisceraWeight (5e-04,0.528480946450172)","ShellWeight (0.0015,0.967522115474079)","0.0069427819","1","1.0069427819"
"Diameter (0.589940577725795,0.65)","ShellWeight (0.0683108466751223,1.005)","0.0069427819","1","1.0069427819"
"ShellWeight (0.649269929757506,0.845889764141604)","Diameter (0.055,0.65)","0.0057457505","1","1.0057457505"
"VisceraWeight (0.50180238965597,0.76)","ShellWeight (0.0015,0.882400482909302)","0.0055063443","1","1.0055063443"
"WholeWeight (1.40173389986412,1.41375)","ShellWeight (0.281964321357027,0.753811664777141)","0.0050275317","1","1.0050275317"
"WholeWeight (1.41375,1.45936966536184), VisceraWeight (0.312444491030263,0.390778323852492)","ShellWeight (0.00851591686749424,0.844727726969232)","0.0050275317","1","1.0050275317"
"VisceraWeight (0.474119990483741,0.554913669518198), Rings (11.5435607354375,29)","ShellWeight (0.186124814496968,0.774552458961523)","0.0043093129","1","1.0043093129"
"ShellWeight (0.0015,0.975232064813327)","Rings (1,9.0392132098641)","0.501795547","0.5019157088","1.0037112558"
"Length (0.430527753381466,0.73060722331662), WholeWeight (0.567086518144431,2.8255), Rings (2.00616041711328,6.87789621534466)","ShellWeight (0.0648762363498786,0.701135990366649)","0.0035910941","1","1.0035910941"
"ShellWeight (0.0015,1.005), Rings (22.4672242635861,27.1801500554793)","WholeWeight (0.18282756990214,2.8255), VisceraWeight (5e-04,0.76)","0.0035910941","1","1.0035910941"
"WholeWeight (0.221923212095608,0.965603485529486), VisceraWeight (0.246343715666876,0.577770347610352)","ShellWeight (0.136267045612721,0.831339905187931)","0.0033516878","1","1.0033516878"
"WholeWeight (0.0544402632247147,2.8255)","ShellWeight (0.0015,0.985224164570743), Rings (9.40541108203524,25.4889974692705)","0.4970074216","0.5052324166","1.0022398382"
"Rings (11.9414243488573,26.7839833960352), Sex (F), ShuckedWeight (0.917548064595039,1.17009025273547)","ShellWeight (0.393088437481285,1.0021552468499)","0.0016758439","1","1.0016758439"
"Sex (F)","Rings (1,12.0129754559675), ShellWeight (0.023997036449708,0.669591845423949)","0.2386880536","0.7628156083","1.0015036619"
"Length (0.773564548258728,0.783510096938262)","Diameter (0.177780321990731,0.65)","0.0009576251","1","1.0009576251"
"Rings (25.1679117406584,29), VisceraWeight (5e-04,0.76)","WholeWeight (0.002,2.8255)","0.0009576251","1","1.0009576251"
"Rings (26.7843244126304,29), Diameter (0.313776346279693,0.65)","ShellWeight (0.0620586668862513,0.943414874879247)","0.0007182188","1","1.0007182188"
"Height (0.388644239744171,1.13)","Diameter (0.242503165344824,0.614003039855161)","0.0004788125","1","1.0004788125"
"WholeWeight (2.59494551825751,2.8255), VisceraWeight (5e-04,0.552755807136274), ShuckedWeight (1.08253207094413,1.488)","ShellWeight (0.0950805505009859,1.005)","0.0004788125","1","1.0004788125"
"VisceraWeight (0.624388982060526,0.76)","WholeWeight (0.002,2.8255), ShellWeight (0.175518483736751,1.005)","0.0004788125","1","1.0004788125"
"VisceraWeight (0.38025,0.700089577792266), Sex (I)","ShellWeight (0.0015,0.972477534301586), Height (0.00327214360575454,1.01030550581881)","0.0004788125","1","1.0004788125"
"VisceraWeight (0.613033720955835,0.76)","WholeWeight (0.002,2.8255), ShellWeight (0.231220947220205,1.005)","0.0004788125","1","1.0004788125"
"Height (0.599116853418527,1.13)","Rings (7.91569324536249,21.8176183425821)","0.0002394063","1","1.0002394063"
"VisceraWeight (0.496103687500465,0.499845402732608)","ShellWeight (0.135779043558694,1.005)","0.0002394063","1","1.0002394063"
"Rings (23.3302132543176,27.5304155752528), ShuckedWeight (0.632729452867003,0.743813499021548)","Sex (F), ShellWeight (0.628758780000557,1.005)","0.0002394063","1","1.0002394063"
"ShellWeight (0.997481507886849,1.005)","Rings (14.4545241460437,29)","0.0002394063","1","1.0002394063"
"ShellWeight (1.005,1.005)","Rings (14.0672858065227,29)","0.0002394063","1","1.0002394063"
"Height (0.254071126320632,0.621110206330632), Sex (M)","ShellWeight (0.0015,0.917437717695924)","0.0002394063","1","1.0002394063"
"ShellWeight (1.005,1.005)","Rings (8.41736479935935,29)","0.0002394063","1","1.0002394063"
"VisceraWeight (0.3985307291348,0.660720568487444), ShellWeight (0.0015,0.301245892115163)","WholeWeight (1.03209537120766,2.8255), Length (0.178055052710697,0.815)","0.0002394063","1","1.0002394063"
"Length (0.815,0.815)","ShellWeight (0.0530967265650979,1.005)","0.0002394063","1","1.0002394063"
"Height (0.496361129248953,0.613066965755715)","Diameter (0.055,0.578393093515188), ShellWeight (0.295091034699302,0.837882599766726)","0.0002394063","1","1.0002394063"
"Length (0.803792546963741,0.815)","Length (0.803792546963741,0.815), Diameter (0.51494277275382,0.65)","0.0002394063","1","1.0002394063"
"Sex (M), Length (0.196229979699419,0.797986058176175), Height (0.455905119664003,0.672991296673281)","ShellWeight (0.0015,0.819245219705459)","0.0002394063","1","1.0002394063"
"VisceraWeight (0.722814490090095,0.76), WholeWeight (0.573151411018141,2.8255)","ShellWeight (0.173079720100249,1.005)","0.0002394063","1","1.0002394063"
"WholeWeight (2.82321199429764,2.8255), VisceraWeight (5e-04,0.610403975742953)","ShellWeight (0.118278147433164,1.005)","0.0002394063","1","1.0002394063"
"WholeWeight (2.8255,2.8255)","ShellWeight (0.0327010056209328,0.967522115474079), Height (0.145541640768351,1.13)","0.0002394063","1","1.0002394063"
"VisceraWeight (0.38025,0.700089577792266), Rings (8.81809997104801,12.3704806869246), Sex (I)","Height (0.0130885744230181,0.764579531716495), ShellWeight (0.0143850841450271,0.952701698872329)","0.0002394063","1","1.0002394063"
"Sex (I), WholeWeight (1.41375,1.51863052644943)","VisceraWeight (5e-04,0.650809964163287), ShellWeight (0.0592035945179964,1.005)","0.0002394063","1","1.0002394063"
"Height (1.13,1.13), Diameter (0.055,0.65)","Length (0.219611630650143,0.815)","0.0002394063","1","1.0002394063"
"WholeWeight (0.002,2.8255), Diameter (0.632802254918943,0.65), ShellWeight (0.0015,1.005)","VisceraWeight (5e-04,0.701582245458642)","0.0002394063","1","1.0002394063"
"WholeWeight (2.8255,2.8255)","VisceraWeight (5e-04,0.76)","0.0002394063","1","1.0002394063"
"WholeWeight (1.88098783866117,2.63536181233121)","VisceraWeight (0.108063915917708,0.76), ShellWeight (0.224803791251091,0.854549488172466)","0.0241800335","0.9711538462","0.9953338797"
"VisceraWeight (0.464839088012582,0.76)","ShellWeight (0.320329446043797,0.808993524815963)","0.0124491262","0.9811320755","0.9935812017"
"WholeWeight (1.41375,1.45417416308884)","ShellWeight (0.202670295757404,1.005)","0.0107732823","0.9782608696","0.9890341519"
"ShellWeight (0.212426880436717,1.005)","Length (0.341168180216337,0.62945626858389)","0.349772564","0.6391076115","0.9888801755"
"ShuckedWeight (0.42607671327237,0.505553395031835), ShellWeight (0.26085971443665,0.927156313790416)","Diameter (0.353723852091207,0.512895106269571)","0.079961695","0.9076086957","0.9875703907"
"ShellWeight (0.52048498824524,0.888496167955018)","Diameter (0.266135965699796,0.619465623716824)","0.0270529088","0.9495798319","0.9766327407"
"ShellWeight (0.355913619425686,0.93073578781262)","ShellWeight (0.355913619425686,0.93073578781262), ShuckedWeight (0.476626165488473,1.12963354471908)","0.1544170457","0.821656051","0.9760730967"
"Diameter (0.055,0.65)","ShellWeight (0.217260042533043,0.696988215516835), ShuckedWeight (0.18997792742292,0.753746388416723)","0.4874311707","0.4874311707","0.9748623414"
"WholeWeight (1.41375,2.8255), Height (0.00809312424320524,0.730884266360622)","VisceraWeight (0.18277855841224,0.45021348675783), ShellWeight (0.136631409757235,0.955429927148708)","0.1031841034","0.8707070707","0.9738911741"
"Sex (M)","ShellWeight (0.206796543491394,0.670847381289386), Diameter (0.055,0.65)","0.2590375868","0.7081151832","0.96715277"
"Sex (F)","Length (0.455569009419414,0.762985606837319), ShellWeight (0.219208735955834,0.89746260972193)","0.2291118027","0.7322111706","0.9613229733"
"ShellWeight (0.0015,1.005), Sex (F)","Length (0.520724516737973,0.715733279133565)","0.2250418961","0.7192042846","0.9442461807"
"Rings (17.3569674354012,25.6834649631792)","ShellWeight (0.228195850898079,0.916366233539462)","0.0287287527","0.9090909091","0.9378196618"
"Rings (7.72259374223722,20.5110549981473)","WholeWeight (0.897746663191392,2.8255), ShellWeight (0.0015,0.94559849647963)","0.4122576011","0.5215021199","0.933759721"
"Diameter (0.0632266067518867,0.65)","ShellWeight (0.247279058641812,0.966380103484151)","0.4610964807","0.4612068966","0.9223033773"
"ShellWeight (0.16408282442896,0.756084793625381)","Rings (8.82075158630141,11.4383262504125), Height (0.088463584740166,0.898028858090047)","0.362939909","0.545323741","0.90826365"
"Length (0.109363943520002,0.815)","VisceraWeight (0.184499787653629,0.661853556998271), ShellWeight (0.111172970558044,1.005)","0.4522384486","0.4523467433","0.9045851919"
"ShellWeight (0.0015,1.005)","Diameter (0.43071946259879,0.572384528881303)","0.4500837922","0.4500837922","0.9001675844"
"WholeWeight (1.34841234381011,1.70032919484869)","VisceraWeight (5e-04,0.38025), ShellWeight (0.329166754898267,0.861222796759278)","0.0775676323","0.81","0.8875676323"
"ShellWeight (0.417695879856605,1.005)","Rings (10.4044831771753,25.7590370066464)","0.0816375389","0.804245283","0.8858828219"
"VisceraWeight (5e-04,0.66250885786963)","Length (0.482090171484379,0.815), Diameter (0.410276540600025,0.520623538607761)","0.437634666","0.4377394636","0.8753741296"
"VisceraWeight (5e-04,0.76)","WholeWeight (0.885905147406298,2.8255)","0.432367728","0.432367728","0.864735456"
"Sex (F)","Sex (F), ShellWeight (0.0015,0.340038803573989)","0.2051711755","0.6557000765","0.860871252"
"Height (0.0163607180287727,0.83236437150591), WholeWeight (0.002,2.8255), VisceraWeight (5e-04,0.76)","ShellWeight (0.257851781000242,1.005)","0.429734259","0.4303524335","0.8600866925"
"ShellWeight (0.0624407632755519,0.89680543464086), Rings (1,5.22578586368036)","Sex (I)","0.0028728753","0.8571428571","0.8600157324"
"Diameter (0.174071953744851,0.354779176197044)","ShellWeight (0.0620878603589008,0.997649842468617)","0.1706966723","0.68756027","0.8582569423"
"ShellWeight (0.0757402822958474,0.786211962872395)","ShuckedWeight (0.298524705229262,0.709054142524368), Rings (7.83311742862497,13.2540372429248)","0.3969355997","0.4566235197","0.8535591194"
"VisceraWeight (0.307322731155859,0.622138994782496)","Diameter (0.499687603552229,0.639959098467662), ShellWeight (0.360456419259281,0.805794566927308)","0.0964807278","0.7518656716","0.8483463994"
"ShellWeight (0.269611482908685,0.896801044699246)","Rings (6.56495740147511,11.2375398621662)","0.2420397414","0.6039426523","0.8459823937"
"Sex (F), WholeWeight (1.8727588761631,2.80146779972824)","ShellWeight (0.281102314507708,0.724466983011371), ShuckedWeight (0.638998834364244,1.488)","0.0083792195","0.8333333333","0.8417125528"
"ShuckedWeight (0.548321499569787,1.488), Rings (5.09861974176602,22.6495527031293)","Diameter (0.055,0.65), ShellWeight (0.340038803573989,0.599904408019154)","0.1333492938","0.6997487437","0.8330980375"
"WholeWeight (1.14018283985851,2.59687111817545)","ShellWeight (0.0015,0.431990730243495)","0.170457266","0.6617100372","0.8321673032"
"VisceraWeight (0.306766860477917,0.576455923418814), Diameter (0.566445166185848,0.65)","Height (0.187777832660577,0.789618114942509)","0.0167584391","0.8139534884","0.8307119275"
"Height (0.133455390242452,1.13), WholeWeight (1.51995473301052,2.8255)","VisceraWeight (5e-04,0.600799724252549), Rings (10.2878675968677,29)","0.0675125688","0.7580645161","0.8255770849"
"Sex (F), Diameter (0.055,0.375580077459308)","WholeWeight (0.32570427488631,2.8255), ShellWeight (0.0015,0.829875435391848)","0.0366291597","0.7766497462","0.8132789059"
"Rings (19.5590538454708,29)","ShellWeight (0.29163292797089,0.763558795655491), Height (0.0618780117061397,1.13)","0.0114915011","0.7741935484","0.7856850495"
"Sex (F)","WholeWeight (0.932601524890353,2.8255), ShellWeight (0.062887248211395,0.971190614431045)","0.1845822361","0.5899005356","0.7744827717"
"Diameter (0.560362609929948,0.65), ShuckedWeight (1.13387667587382,1.488)","ShellWeight (0.215495445762455,0.672519401786994)","0.0023940627","0.7692307692","0.7716248319"
"Sex (F)","Diameter (0.055,0.65), ShellWeight (0.270177197989197,0.926777792993522)","0.1831457984","0.5853098699","0.7684556683"
"Sex (I)","WholeWeight (0.002,2.8255), VisceraWeight (0.0683055089697368,0.76)","0.1829063921","0.5692995529","0.752205945"
"VisceraWeight (0.529859110628313,0.758937573646399)","Diameter (0.354589483587952,0.633302485090826), ShellWeight (0.430473467611369,0.755453079176535), Length (0.346743043619354,0.779572782275063)","0.0014364376","0.75","0.7514364376"
"ShellWeight (0.0561552234512546,0.929334969796517), WholeWeight (0.589418813887154,2.8255)","Sex (M)","0.29351209","0.456780924","0.750293014"
"VisceraWeight (0.150255987072439,0.76)","WholeWeight (0.002,2.8255), Sex (M)","0.269810869","0.4761301225","0.7459409915"
"ShellWeight (0.0114044840713104,0.829875435391848), Diameter (0.290126534776537,0.65)","Sex (M)","0.3399569069","0.397870552","0.7378274589"
"ShellWeight (0.185146310451795,0.762276506273785)","Sex (M), Diameter (0.13321946259879,0.65)","0.2767536509","0.4603743528","0.7371280037"
"Height (0.0675757717585657,0.700798906898126)","Sex (M)","0.3610246588","0.3751243781","0.7361490369"
"Rings (6.1501786900626,18.2470530246501)","ShellWeight (0.233340393661569,0.381715256863656)","0.3413933445","0.3922971114","0.7336904559"
"WholeWeight (0.973689175307078,1.89555174276474)","Length (0.528243622210502,0.630326356742298), ShellWeight (0.108424153667539,1.005)","0.188891549","0.5430144529","0.7319060019"
"ShellWeight (0.0344907408796935,0.701704586083237)","WholeWeight (0.710243777913187,2.37949037331662), ShuckedWeight (0.426560876834359,1.488)","0.3548000958","0.3717080512","0.726508147"
"Height (0.0309390058530698,0.882971895922376)","ShellWeight (0.283829900795476,0.903018340090706)","0.3615034714","0.3631553632","0.7246588346"
"WholeWeight (0.002,2.74726495084493), Sex (I)","VisceraWeight (5e-04,0.705957751448908), Length (0.075,0.448132693740317)","0.1728513287","0.5380029806","0.7108543093"
"Rings (2.25376792879251,29)","ShellWeight (0.285639415217955,0.763558795655491)","0.3502513766","0.3504191617","0.7006705383"
"Diameter (0.23644070805869,0.528683361585208)","ShellWeight (0.269231701232167,1.005)","0.3215226239","0.3768237935","0.6983464174"
"Diameter (0.444865360739582,0.630996599130012)","Sex (M), Height (0,1.0467236740284)","0.2073258319","0.4843400447","0.6916658766"
"WholeWeight (0.718124430951095,2.48657172207237)","ShellWeight (0.328873959958217,0.794183095239044), Diameter (0.369426070401096,0.65)","0.2453914293","0.4460400348","0.6914314641"
"Height (0.0248207855904184,0.545371817007253)","Sex (M), Length (0.275398417006363,0.705520033453358), ShellWeight (0.0493428000116983,0.888958561816878)","0.3389992818","0.3396497961","0.6786490779"
"ShellWeight (0.161209270398955,0.969331347409959)","Sex (F)","0.2719655255","0.4055694395","0.677534965"
"ShellWeight (0.0710510187505197,0.959751168313672)","Rings (5.52601166418754,19.0595917675382), Length (0.320634632320434,0.522094117400702)","0.3155374671","0.3575691807","0.6731066478"
"ShellWeight (0.102990306715919,0.887346580457139)","Rings (2.85074893688034,24.7055403779705), Sex (F)","0.3009336845","0.3704686118","0.6714022963"
"WholeWeight (1.89555174276474,1.92196800821083)","Height (0.190377126796739,0.391599923007616), VisceraWeight (0.435806359909868,0.76)","0.0009576251","0.6666666667","0.6676242918"
"ShellWeight (0.0015,0.771008458634162)","Rings (3.15876829612171,8.59994626052503)","0.3327747187","0.3334132886","0.6661880073"
"VisceraWeight (0.160786233682808,0.393943925433967)","Sex (M), Diameter (0.23612793166797,0.530505772666438)","0.2173808954","0.4418491484","0.6592300438"
"VisceraWeight (5e-04,0.566984805744258), Height (0.0996464390098117,1.13)","ShellWeight (0.307054982764414,1.005)","0.2990184343","0.3525261078","0.6515445421"
"VisceraWeight (5e-04,0.76), WholeWeight (0.0098360809653168,1.97004564524399)","Sex (I)","0.3205649988","0.3272238514","0.6477888502"
"WholeWeight (0.002,2.8255)","Sex (I), VisceraWeight (5e-04,0.76)","0.3212832176","0.3212832176","0.6425664352"
"VisceraWeight (5e-04,0.76)","Sex (I)","0.3212832176","0.3212832176","0.6425664352"
"WholeWeight (0.002,2.8255)","VisceraWeight (5e-04,0.76), Sex (I)","0.3212832176","0.3212832176","0.6425664352"
"WholeWeight (0.002,2.8255)","VisceraWeight (5e-04,0.609238733073351), Sex (I)","0.3212832176","0.3212832176","0.6425664352"
"WholeWeight (0.002,2.8255)","Sex (I), VisceraWeight (5e-04,0.679202219831181)","0.3212832176","0.3212832176","0.6425664352"
"ShellWeight (0.700988277400527,0.867885658904743)","WholeWeight (0.952713814918207,2.08264169718612), ShuckedWeight (0.256396704555169,1.4618077206311)","0.0016758439","0.6363636364","0.6380394803"
"ShellWeight (0.0015,0.851756932129331)","Sex (I), Height (0.0309390058530698,1.01030550581881)","0.3174527173","0.3177570093","0.6352097266"
"ShellWeight (0.257112459223077,1.005), WholeWeight (0.881329155968735,2.8255), Rings (4.37596966559067,17.3263873159885)","Sex (F)","0.1723725162","0.4627249357","0.6350974519"
"Height (0.0530138376064133,1.07256850846577)","Sex (F)","0.3124251855","0.3175182482","0.6299434337"
"WholeWeight (0.3110182362212,2.80278425647882)","WholeWeight (0.3110182362212,2.80278425647882), ShellWeight (0.313168121334027,0.969657630917412)","0.2853722768","0.3426271917","0.6279994685"
"ShellWeight (0.0147685870403864,0.783208835420239)","Sex (I)","0.3097917165","0.3146122052","0.6244039217"
"VisceraWeight (0.312444491030263,0.569572230632735)","ShellWeight (0.425250314080577,0.873381156068378)","0.0663155375","0.5562248996","0.6225404371"
"ShellWeight (0.331598944819081,0.437687763785594)","ShuckedWeight (0.452633854715154,1.21545506966201), Rings (8.42983059003018,11.8867244785652)","0.0847498204","0.5363636364","0.6211134568"
