"rule_id","support","confidence","lift","rhs","antecedent_length","lhs_1","lhs_2","lhs_3","lhs_4","lhs_5","lhs_6","lhs_7","lhs_8"
837,0.000239406272444338,0.166666666666667,116.027777777778,"Rings=22",6,"Height=[0.2,1.13]","Length=[0.602,0.67)","Sex=M","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.419,0.574)","WholeWeight=[1.34,1.78)",NA,NA
838,0.000239406272444338,0.166666666666667,116.027777777778,"Rings=22",6,"Height=[0.2,1.13]","Length=[0.602,0.67)","Sex=M","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.234,0.315)",NA,NA
839,0.000239406272444338,0.166666666666667,116.027777777778,"Rings=22",6,"Diameter=[0.365,0.429)","Height=[0.131,0.155)","Length=[0.53,0.602)","ShellWeight=[0.2,0.289)","ShuckedWeight=[0.146,0.28)","VisceraWeight=[0.0855,0.16)",NA,NA
840,0.000239406272444338,0.166666666666667,116.027777777778,"Rings=22",7,"Diameter=[0.494,0.65]","Height=[0.2,1.13]","Length=[0.602,0.67)","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.234,0.315)","WholeWeight=[1.34,1.78)",NA
841,0.000239406272444338,0.166666666666667,116.027777777778,"Rings=22",7,"Diameter=[0.494,0.65]","Height=[0.2,1.13]","Length=[0.602,0.67)","Sex=M","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.234,0.315)","WholeWeight=[1.34,1.78)",NA
842,0.000239406272444338,0.0555555555555556,116.027777777778,"Rings=24",2,"ShellWeight=[0.534,1]","VisceraWeight=[0.234,0.315)",NA,NA,NA,NA,NA,NA
843,0.000239406272444338,0.0555555555555556,116.027777777778,"Rings=24",2,"ShellWeight=[0.534,1]","ShuckedWeight=[0.419,0.574)",NA,NA,NA,NA,NA,NA
844,0.000239406272444338,0.0555555555555556,116.027777777778,"Rings=24",3,"Height=[0.174,0.2)","ShellWeight=[0.534,1]","VisceraWeight=[0.315,0.413)",NA,NA,NA,NA,NA
845,0.000239406272444338,0.0555555555555556,116.027777777778,"Rings=27",3,"Height=[0.174,0.2)","ShellWeight=[0.388,0.534)","VisceraWeight=[0.16,0.234)",NA,NA,NA,NA,NA
846,0.000239406272444338,0.0555555555555556,116.027777777778,"Rings=27",3,"ShellWeight=[0.388,0.534)","ShuckedWeight=[0.28,0.419)","WholeWeight=[1,1.34)",NA,NA,NA,NA,NA
847,0.000239406272444338,0.0555555555555556,116.027777777778,"Rings=27",3,"Length=[0.53,0.602)","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.28,0.419)",NA,NA,NA,NA,NA
848,0.000239406272444338,0.0555555555555556,116.027777777778,"Rings=24",4,"Height=[0.2,1.13]","Sex=F","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.234,0.315)",NA,NA,NA,NA
849,0.000239406272444338,0.0555555555555556,116.027777777778,"Rings=27",4,"Height=[0.2,1.13]","Sex=M","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.315,0.413)",NA,NA,NA,NA
850,0.000239406272444338,0.0555555555555556,116.027777777778,"Rings=27",4,"Diameter=[0.429,0.494)","Height=[0.174,0.2)","ShellWeight=[0.388,0.534)","WholeWeight=[1,1.34)",NA,NA,NA,NA
851,0.000239406272444338,0.0555555555555556,116.027777777778,"Rings=27",4,"Sex=F","ShellWeight=[0.388,0.534)","VisceraWeight=[0.16,0.234)","WholeWeight=[1,1.34)",NA,NA,NA,NA
852,0.000239406272444338,0.0555555555555556,116.027777777778,"Rings=27",5,"Length=[0.53,0.602)","Sex=F","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.16,0.234)","WholeWeight=[1,1.34)",NA,NA,NA
853,0.000239406272444338,0.0277777777777778,116.027777777778,"Rings=26",4,"Height=[0.174,0.2)","Length=[0.53,0.602)","ShellWeight=[0.289,0.388)","ShuckedWeight=[0.28,0.419)",NA,NA,NA,NA
854,0.000239406272444338,0.0277777777777778,116.027777777778,"Rings=26",4,"ShellWeight=[0.289,0.388)","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.16,0.234)","WholeWeight=[1,1.34)",NA,NA,NA,NA
855,0.000239406272444338,0.027027027027027,112.891891891892,"Rings=25",4,"Length=[0.602,0.67)","Sex=F","ShuckedWeight=[0.419,0.574)","WholeWeight=[1.34,1.78)",NA,NA,NA,NA
856,0.000239406272444338,0.027027027027027,112.891891891892,"Rings=26",4,"Length=[0.53,0.602)","ShellWeight=[0.289,0.388)","ShuckedWeight=[0.28,0.419)","WholeWeight=[1,1.34)",NA,NA,NA,NA
857,0.000239406272444338,0.027027027027027,112.891891891892,"Rings=26",5,"Diameter=[0.494,0.65]","Height=[0.174,0.2)","Sex=M","ShellWeight=[0.289,0.388)","WholeWeight=[1,1.34)",NA,NA,NA
858,0.000239406272444338,0.0526315789473684,109.921052631579,"Rings=27",3,"ShellWeight=[0.534,1]","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.315,0.413)",NA,NA,NA,NA,NA
859,0.000239406272444338,0.0526315789473684,109.921052631579,"Rings=27",3,"Diameter=[0.429,0.494)","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.28,0.419)",NA,NA,NA,NA,NA
860,0.000239406272444338,0.0526315789473684,109.921052631579,"Rings=24",4,"Length=[0.67,0.815]","Sex=F","ShellWeight=[0.534,1]","ShuckedWeight=[0.574,0.808)",NA,NA,NA,NA
861,0.000239406272444338,0.0526315789473684,109.921052631579,"Rings=27",4,"Diameter=[0.429,0.494)","Sex=F","ShellWeight=[0.388,0.534)","WholeWeight=[1,1.34)",NA,NA,NA,NA
862,0.000239406272444338,0.0526315789473684,109.921052631579,"Rings=27",6,"Diameter=[0.429,0.494)","Height=[0.174,0.2)","Length=[0.53,0.602)","Sex=F","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.16,0.234)",NA,NA
863,0.000239406272444338,0.0263157894736842,109.921052631579,"Rings=26",3,"Height=[0.174,0.2)","Sex=M","ShuckedWeight=[0.28,0.419)",NA,NA,NA,NA,NA
864,0.000239406272444338,0.0263157894736842,109.921052631579,"Rings=29",3,"ShellWeight=[0.388,0.534)","VisceraWeight=[0.315,0.413)","WholeWeight=[1.78,2.83]",NA,NA,NA,NA,NA
865,0.000239406272444338,0.0263157894736842,109.921052631579,"Rings=26",4,"Height=[0.174,0.2)","Length=[0.53,0.602)","ShellWeight=[0.289,0.388)","VisceraWeight=[0.16,0.234)",NA,NA,NA,NA
866,0.000478812544888676,0.666666666666667,107.102564102564,"Rings=20",4,"Height=[0.155,0.174)","Length=[0.53,0.602)","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.28,0.419)",NA,NA,NA,NA
867,0.000478812544888676,0.666666666666667,107.102564102564,"Rings=20",5,"Height=[0.155,0.174)","Length=[0.53,0.602)","Sex=F","ShellWeight=[0.388,0.534)","WholeWeight=[1,1.34)",NA,NA,NA
868,0.000478812544888676,0.666666666666667,107.102564102564,"Rings=20",5,"Height=[0.155,0.174)","Length=[0.53,0.602)","Sex=F","ShellWeight=[0.388,0.534)","VisceraWeight=[0.16,0.234)",NA,NA,NA
869,0.000478812544888676,0.666666666666667,107.102564102564,"Rings=20",5,"Diameter=[0.429,0.494)","Height=[0.155,0.174)","Sex=F","ShellWeight=[0.388,0.534)","VisceraWeight=[0.16,0.234)",NA,NA,NA
870,0.000478812544888676,0.153846153846154,107.102564102564,"Rings=22",4,"Diameter=[0.494,0.65]","Height=[0.2,1.13]","Length=[0.602,0.67)","ShellWeight=[0.534,1]",NA,NA,NA,NA
871,0.000478812544888676,0.153846153846154,107.102564102564,"Rings=22",5,"Diameter=[0.494,0.65]","Height=[0.2,1.13]","Length=[0.602,0.67)","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.234,0.315)",NA,NA,NA
872,0.000239406272444338,0.0256410256410256,107.102564102564,"Rings=25",2,"Height=[0.2,1.13]","ShuckedWeight=[0.419,0.574)",NA,NA,NA,NA,NA,NA
873,0.000239406272444338,0.0256410256410256,107.102564102564,"Rings=25",3,"Diameter=[0.429,0.494)","Length=[0.602,0.67)","WholeWeight=[1.34,1.78)",NA,NA,NA,NA,NA
874,0.000239406272444338,0.0256410256410256,107.102564102564,"Rings=26",3,"Sex=M","ShuckedWeight=[0.28,0.419)","WholeWeight=[1,1.34)",NA,NA,NA,NA,NA
875,0.000239406272444338,0.0256410256410256,107.102564102564,"Rings=26",3,"Diameter=[0.494,0.65]","Sex=M","VisceraWeight=[0.16,0.234)",NA,NA,NA,NA,NA
876,0.000239406272444338,0.0256410256410256,107.102564102564,"Rings=29",3,"Length=[0.67,0.815]","ShuckedWeight=[0.574,0.808)","WholeWeight=[1.78,2.83]",NA,NA,NA,NA,NA
877,0.000239406272444338,0.0256410256410256,107.102564102564,"Rings=26",4,"Diameter=[0.494,0.65]","ShellWeight=[0.289,0.388)","VisceraWeight=[0.16,0.234)","WholeWeight=[1,1.34)",NA,NA,NA,NA
878,0.000239406272444338,0.0256410256410256,107.102564102564,"Rings=29",5,"Height=[0.174,0.2)","Length=[0.67,0.815]","Sex=F","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.315,0.413)",NA,NA,NA
879,0.000239406272444338,0.05,104.425,"Rings=24",3,"Sex=M","ShellWeight=[0.534,1]","VisceraWeight=[0.315,0.413)",NA,NA,NA,NA,NA
880,0.000239406272444338,0.05,104.425,"Rings=24",3,"Length=[0.67,0.815]","Sex=F","VisceraWeight=[0.234,0.315)",NA,NA,NA,NA,NA
881,0.000239406272444338,0.05,104.425,"Rings=27",3,"Sex=M","ShellWeight=[0.534,1]","VisceraWeight=[0.315,0.413)",NA,NA,NA,NA,NA
882,0.000239406272444338,0.05,104.425,"Rings=27",3,"Sex=M","ShellWeight=[0.534,1]","ShuckedWeight=[0.574,0.808)",NA,NA,NA,NA,NA
883,0.000239406272444338,0.05,104.425,"Rings=27",3,"Height=[0.174,0.2)","Length=[0.53,0.602)","ShellWeight=[0.388,0.534)",NA,NA,NA,NA,NA
884,0.000239406272444338,0.05,104.425,"Rings=24",4,"Height=[0.2,1.13]","ShellWeight=[0.534,1]","ShuckedWeight=[0.574,0.808)","WholeWeight=[1.78,2.83]",NA,NA,NA,NA
885,0.000239406272444338,0.05,104.425,"Rings=27",4,"Height=[0.2,1.13]","ShellWeight=[0.534,1]","ShuckedWeight=[0.574,0.808)","WholeWeight=[1.78,2.83]",NA,NA,NA,NA
886,0.000239406272444338,0.05,104.425,"Rings=27",4,"Diameter=[0.494,0.65]","Sex=M","ShuckedWeight=[0.574,0.808)","WholeWeight=[1.78,2.83]",NA,NA,NA,NA
887,0.000239406272444338,0.05,104.425,"Rings=27",5,"Diameter=[0.429,0.494)","Height=[0.174,0.2)","Length=[0.53,0.602)","ShuckedWeight=[0.28,0.419)","WholeWeight=[1,1.34)",NA,NA,NA
888,0.000239406272444338,0.05,104.425,"Rings=27",5,"Diameter=[0.429,0.494)","Height=[0.174,0.2)","Length=[0.53,0.602)","Sex=F","WholeWeight=[1,1.34)",NA,NA,NA
889,0.000239406272444338,0.05,104.425,"Rings=27",5,"Height=[0.174,0.2)","Length=[0.53,0.602)","Sex=F","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.16,0.234)",NA,NA,NA
890,0.000239406272444338,0.05,104.425,"Rings=27",5,"Diameter=[0.429,0.494)","Height=[0.174,0.2)","Sex=F","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.16,0.234)",NA,NA,NA
891,0.000239406272444338,0.025,104.425,"Rings=26",4,"Height=[0.174,0.2)","Length=[0.53,0.602)","Sex=M","WholeWeight=[1,1.34)",NA,NA,NA,NA
892,0.000478812544888676,0.222222222222222,103.135802469136,"Rings=23",3,"Height=[0.2,1.13]","ShellWeight=[0.388,0.534)","WholeWeight=[1,1.34)",NA,NA,NA,NA,NA
893,0.000478812544888676,0.222222222222222,103.135802469136,"Rings=23",4,"Height=[0.2,1.13]","Length=[0.602,0.67)","VisceraWeight=[0.234,0.315)","WholeWeight=[1,1.34)",NA,NA,NA,NA
894,0.000239406272444338,0.024390243902439,101.878048780488,"Rings=25",2,"ShellWeight=[0.388,0.534)","VisceraWeight=[0.16,0.234)",NA,NA,NA,NA,NA,NA
895,0.000239406272444338,0.024390243902439,101.878048780488,"Rings=26",4,"Length=[0.53,0.602)","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.16,0.234)","WholeWeight=[1,1.34)",NA,NA,NA,NA
896,0.000239406272444338,0.024390243902439,101.878048780488,"Rings=29",5,"Height=[0.174,0.2)","Length=[0.67,0.815]","Sex=F","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.574,0.808)",NA,NA,NA
897,0.000478812544888676,1,99.4523809523809,"Rings=18",6,"Height=[0.155,0.174)","Sex=M","ShellWeight=[0.289,0.388)","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.315,0.413)","WholeWeight=[1.34,1.78)",NA,NA
898,0.000239406272444338,1,99.4523809523809,"Rings=18",3,"Height=[0.155,0.174)","ShellWeight=[0.534,1]","WholeWeight=[1.78,2.83]",NA,NA,NA,NA,NA
899,0.000239406272444338,1,99.4523809523809,"Rings=18",3,"Height=[0.155,0.174)","VisceraWeight=[0.234,0.315)","WholeWeight=[1.78,2.83]",NA,NA,NA,NA,NA
900,0.000239406272444338,1,99.4523809523809,"Rings=18",3,"Height=[0.155,0.174)","Sex=M","WholeWeight=[1.78,2.83]",NA,NA,NA,NA,NA
901,0.000239406272444338,1,99.4523809523809,"Rings=18",3,"Length=[0.67,0.815]","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.16,0.234)",NA,NA,NA,NA,NA
902,0.000239406272444338,1,99.4523809523809,"Rings=18",3,"Length=[0.53,0.602)","Sex=I","ShellWeight=[0.388,0.534)",NA,NA,NA,NA,NA
903,0.000239406272444338,1,99.4523809523809,"Rings=18",3,"Height=[0.174,0.2)","ShellWeight=[0.289,0.388)","ShuckedWeight=[0.146,0.28)",NA,NA,NA,NA,NA
904,0.000239406272444338,1,99.4523809523809,"Rings=18",3,"Diameter=[0.429,0.494)","Height=[0.174,0.2)","Length=[0.441,0.53)",NA,NA,NA,NA,NA
905,0.000239406272444338,1,99.4523809523809,"Rings=18",4,"Length=[0.67,0.815]","ShellWeight=[0.388,0.534)","VisceraWeight=[0.16,0.234)","WholeWeight=[1,1.34)",NA,NA,NA,NA
906,0.000239406272444338,1,99.4523809523809,"Rings=18",4,"Height=[0.174,0.2)","Length=[0.67,0.815]","VisceraWeight=[0.16,0.234)","WholeWeight=[1,1.34)",NA,NA,NA,NA
907,0.000239406272444338,1,99.4523809523809,"Rings=18",4,"Height=[0.174,0.2)","Length=[0.67,0.815]","Sex=M","WholeWeight=[1,1.34)",NA,NA,NA,NA
908,0.000239406272444338,1,99.4523809523809,"Rings=18",4,"Height=[0.174,0.2)","Length=[0.67,0.815]","Sex=M","VisceraWeight=[0.16,0.234)",NA,NA,NA,NA
909,0.000239406272444338,1,99.4523809523809,"Rings=18",4,"Diameter=[0.429,0.494)","Height=[0.131,0.155)","Length=[0.602,0.67)","WholeWeight=[1.34,1.78)",NA,NA,NA,NA
910,0.000239406272444338,1,99.4523809523809,"Rings=18",4,"Height=[0.174,0.2)","Length=[0.53,0.602)","Sex=I","VisceraWeight=[0.234,0.315)",NA,NA,NA,NA
911,0.000239406272444338,1,99.4523809523809,"Rings=18",4,"Height=[0.174,0.2)","Length=[0.441,0.53)","ShellWeight=[0.289,0.388)","VisceraWeight=[0.16,0.234)",NA,NA,NA,NA
912,0.000239406272444338,1,99.4523809523809,"Rings=18",4,"Height=[0.174,0.2)","Length=[0.441,0.53)","Sex=I","VisceraWeight=[0.16,0.234)",NA,NA,NA,NA
913,0.000239406272444338,1,99.4523809523809,"Rings=18",5,"Sex=M","ShellWeight=[0.534,1]","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.234,0.315)","WholeWeight=[1.78,2.83]",NA,NA,NA
914,0.000239406272444338,1,99.4523809523809,"Rings=18",5,"Length=[0.67,0.815]","Sex=M","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.234,0.315)","WholeWeight=[1.78,2.83]",NA,NA,NA
915,0.000239406272444338,1,99.4523809523809,"Rings=18",5,"Diameter=[0.494,0.65]","Sex=M","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.234,0.315)","WholeWeight=[1.78,2.83]",NA,NA,NA
916,0.000239406272444338,1,99.4523809523809,"Rings=18",5,"Height=[0.174,0.2)","Length=[0.67,0.815]","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.419,0.574)","WholeWeight=[1,1.34)",NA,NA,NA
917,0.000239406272444338,1,99.4523809523809,"Rings=18",5,"Diameter=[0.429,0.494)","Height=[0.155,0.174)","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.315,0.413)","WholeWeight=[1.34,1.78)",NA,NA,NA
918,0.000239406272444338,1,99.4523809523809,"Rings=18",5,"Diameter=[0.429,0.494)","Height=[0.155,0.174)","Sex=M","VisceraWeight=[0.315,0.413)","WholeWeight=[1.34,1.78)",NA,NA,NA
919,0.000239406272444338,1,99.4523809523809,"Rings=18",5,"Diameter=[0.429,0.494)","Sex=M","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.419,0.574)","WholeWeight=[1.34,1.78)",NA,NA,NA
920,0.000239406272444338,1,99.4523809523809,"Rings=18",5,"Diameter=[0.365,0.429)","Height=[0.174,0.2)","Sex=F","ShellWeight=[0.289,0.388)","VisceraWeight=[0.16,0.234)",NA,NA,NA
921,0.000239406272444338,1,99.4523809523809,"Rings=18",5,"Diameter=[0.429,0.494)","Height=[0.174,0.2)","Length=[0.53,0.602)","Sex=I","ShuckedWeight=[0.419,0.574)",NA,NA,NA
922,0.000239406272444338,1,99.4523809523809,"Rings=18",5,"Diameter=[0.365,0.429)","Height=[0.174,0.2)","Length=[0.441,0.53)","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.16,0.234)",NA,NA,NA
923,0.000239406272444338,1,99.4523809523809,"Rings=18",5,"Height=[0.174,0.2)","Length=[0.441,0.53)","Sex=M","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.16,0.234)",NA,NA,NA
924,0.000239406272444338,1,99.4523809523809,"Rings=18",5,"Height=[0.0963,0.131)","Length=[0.441,0.53)","ShellWeight=[0.289,0.388)","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.16,0.234)",NA,NA,NA
925,0.000239406272444338,1,99.4523809523809,"Rings=18",5,"Diameter=[0.365,0.429)","Length=[0.53,0.602)","ShellWeight=[0.289,0.388)","ShuckedWeight=[0.146,0.28)","VisceraWeight=[0.16,0.234)",NA,NA,NA
926,0.000239406272444338,1,99.4523809523809,"Rings=18",6,"Diameter=[0.494,0.65]","Height=[0.155,0.174)","Sex=M","ShellWeight=[0.289,0.388)","ShuckedWeight=[0.419,0.574)","WholeWeight=[1.34,1.78)",NA,NA
927,0.000239406272444338,1,99.4523809523809,"Rings=18",6,"Diameter=[0.494,0.65]","Length=[0.602,0.67)","Sex=M","ShellWeight=[0.289,0.388)","ShuckedWeight=[0.419,0.574)","WholeWeight=[1.34,1.78)",NA,NA
928,0.000239406272444338,1,99.4523809523809,"Rings=18",6,"Diameter=[0.365,0.429)","Length=[0.441,0.53)","Sex=M","ShellWeight=[0.289,0.388)","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.16,0.234)",NA,NA
929,0.000239406272444338,1,99.4523809523809,"Rings=18",7,"Diameter=[0.429,0.494)","Height=[0.174,0.2)","Length=[0.602,0.67)","Sex=M","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.234,0.315)","WholeWeight=[1.34,1.78)",NA
930,0.000478812544888676,0.333333333333333,99.4523809523809,"Rings=21",4,"Height=[0.2,1.13]","Length=[0.67,0.815]","ShellWeight=[0.534,1]","WholeWeight=[1.34,1.78)",NA,NA,NA,NA
931,0.000478812544888676,0.333333333333333,99.4523809523809,"Rings=21",4,"Height=[0.2,1.13]","ShellWeight=[0.534,1]","VisceraWeight=[0.315,0.413)","WholeWeight=[1.34,1.78)",NA,NA,NA,NA
932,0.000239406272444338,0.333333333333333,99.4523809523809,"Rings=21",2,"Height=[0.155,0.174)","ShellWeight=[0.534,1]",NA,NA,NA,NA,NA,NA
933,0.000239406272444338,0.333333333333333,99.4523809523809,"Rings=21",2,"Diameter=[0.365,0.429)","Length=[0.602,0.67)",NA,NA,NA,NA,NA,NA
934,0.000239406272444338,0.333333333333333,99.4523809523809,"Rings=21",3,"Diameter=[0.365,0.429)","ShuckedWeight=[0.28,0.419)","WholeWeight=[1,1.34)",NA,NA,NA,NA,NA
935,0.000239406272444338,0.333333333333333,99.4523809523809,"Rings=21",4,"Length=[0.602,0.67)","Sex=F","ShellWeight=[0.534,1]","ShuckedWeight=[0.574,0.808)",NA,NA,NA,NA
936,0.000239406272444338,0.333333333333333,99.4523809523809,"Rings=21",4,"Height=[0.174,0.2)","Sex=M","ShellWeight=[0.534,1]","ShuckedWeight=[0.419,0.574)",NA,NA,NA,NA
937,0.000239406272444338,0.333333333333333,99.4523809523809,"Rings=21",4,"Height=[0.2,1.13]","Length=[0.67,0.815]","Sex=M","VisceraWeight=[0.234,0.315)",NA,NA,NA,NA
938,0.000239406272444338,0.333333333333333,99.4523809523809,"Rings=21",4,"Height=[0.155,0.174)","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.28,0.419)","WholeWeight=[1,1.34)",NA,NA,NA,NA
939,0.000239406272444338,0.333333333333333,99.4523809523809,"Rings=21",4,"Height=[0.155,0.174)","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.16,0.234)",NA,NA,NA,NA
940,0.000239406272444338,0.333333333333333,99.4523809523809,"Rings=21",4,"Height=[0.155,0.174)","Sex=F","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.28,0.419)",NA,NA,NA,NA
941,0.000239406272444338,0.333333333333333,99.4523809523809,"Rings=21",4,"Length=[0.602,0.67)","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.16,0.234)",NA,NA,NA,NA
942,0.000239406272444338,0.333333333333333,99.4523809523809,"Rings=21",4,"Diameter=[0.429,0.494)","Height=[0.0963,0.131)","Sex=F","VisceraWeight=[0.0855,0.16)",NA,NA,NA,NA
943,0.000239406272444338,0.333333333333333,99.4523809523809,"Rings=21",5,"Height=[0.2,1.13]","Sex=F","ShellWeight=[0.534,1]","ShuckedWeight=[0.419,0.574)","WholeWeight=[1.34,1.78)",NA,NA,NA
944,0.000239406272444338,0.333333333333333,99.4523809523809,"Rings=21",5,"Sex=M","ShellWeight=[0.534,1]","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.315,0.413)","WholeWeight=[1.34,1.78)",NA,NA,NA
945,0.000239406272444338,0.333333333333333,99.4523809523809,"Rings=21",5,"Height=[0.174,0.2)","Length=[0.602,0.67)","ShellWeight=[0.534,1]","ShuckedWeight=[0.574,0.808)","WholeWeight=[1.34,1.78)",NA,NA,NA
946,0.000239406272444338,0.333333333333333,99.4523809523809,"Rings=21",5,"Sex=F","ShellWeight=[0.534,1]","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.234,0.315)","WholeWeight=[1.34,1.78)",NA,NA,NA
947,0.000239406272444338,0.333333333333333,99.4523809523809,"Rings=21",5,"Height=[0.174,0.2)","Length=[0.602,0.67)","Sex=M","ShellWeight=[0.534,1]","WholeWeight=[1.34,1.78)",NA,NA,NA
948,0.000239406272444338,0.333333333333333,99.4523809523809,"Rings=21",5,"Diameter=[0.494,0.65]","Sex=M","ShellWeight=[0.534,1]","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.234,0.315)",NA,NA,NA
949,0.000239406272444338,0.333333333333333,99.4523809523809,"Rings=21",5,"Length=[0.67,0.815]","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.234,0.315)","WholeWeight=[1.34,1.78)",NA,NA,NA
950,0.000239406272444338,0.333333333333333,99.4523809523809,"Rings=21",5,"Length=[0.67,0.815]","Sex=M","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.234,0.315)",NA,NA,NA
951,0.000239406272444338,0.333333333333333,99.4523809523809,"Rings=21",5,"Height=[0.0963,0.131)","Sex=F","ShellWeight=[0.289,0.388)","ShuckedWeight=[0.28,0.419)","WholeWeight=[0.683,1)",NA,NA,NA
952,0.000239406272444338,0.333333333333333,99.4523809523809,"Rings=21",5,"Diameter=[0.429,0.494)","Height=[0.0963,0.131)","Sex=F","ShellWeight=[0.289,0.388)","ShuckedWeight=[0.28,0.419)",NA,NA,NA
953,0.000239406272444338,0.333333333333333,99.4523809523809,"Rings=21",6,"Height=[0.2,1.13]","Length=[0.67,0.815]","Sex=M","ShellWeight=[0.534,1]","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.315,0.413)",NA,NA
954,0.000239406272444338,0.333333333333333,99.4523809523809,"Rings=21",6,"Length=[0.67,0.815]","Sex=F","ShellWeight=[0.534,1]","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.315,0.413)","WholeWeight=[1.34,1.78)",NA,NA
955,0.000239406272444338,0.333333333333333,99.4523809523809,"Rings=21",6,"Diameter=[0.494,0.65]","Height=[0.2,1.13]","Sex=F","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.315,0.413)","WholeWeight=[1.34,1.78)",NA,NA
956,0.000239406272444338,0.333333333333333,99.4523809523809,"Rings=21",6,"Diameter=[0.429,0.494)","Height=[0.174,0.2)","Sex=F","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.234,0.315)",NA,NA
957,0.000239406272444338,0.333333333333333,99.4523809523809,"Rings=21",6,"Diameter=[0.429,0.494)","Height=[0.174,0.2)","Length=[0.602,0.67)","Sex=F","ShellWeight=[0.388,0.534)","VisceraWeight=[0.234,0.315)",NA,NA
958,0.000239406272444338,0.333333333333333,99.4523809523809,"Rings=21",6,"Height=[0.155,0.174)","Length=[0.53,0.602)","Sex=M","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.16,0.234)","WholeWeight=[1,1.34)",NA,NA
959,0.000239406272444338,0.333333333333333,99.4523809523809,"Rings=21",6,"Diameter=[0.429,0.494)","Height=[0.155,0.174)","Sex=M","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.16,0.234)","WholeWeight=[1,1.34)",NA,NA
960,0.000239406272444338,0.333333333333333,99.4523809523809,"Rings=21",6,"Diameter=[0.429,0.494)","Height=[0.155,0.174)","Length=[0.53,0.602)","Sex=M","ShuckedWeight=[0.28,0.419)","WholeWeight=[1,1.34)",NA,NA
961,0.000239406272444338,0.333333333333333,99.4523809523809,"Rings=21",6,"Height=[0.0963,0.131)","Sex=F","ShellWeight=[0.2,0.289)","ShuckedWeight=[0.146,0.28)","VisceraWeight=[0.0855,0.16)","WholeWeight=[0.683,1)",NA,NA
962,0.000239406272444338,0.333333333333333,99.4523809523809,"Rings=21",6,"Height=[0.0963,0.131)","Length=[0.441,0.53)","Sex=F","ShuckedWeight=[0.146,0.28)","VisceraWeight=[0.0855,0.16)","WholeWeight=[0.683,1)",NA,NA
963,0.000239406272444338,0.333333333333333,99.4523809523809,"Rings=21",7,"Diameter=[0.429,0.494)","Height=[0.174,0.2)","Length=[0.602,0.67)","Sex=F","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.419,0.574)","WholeWeight=[1,1.34)",NA
